student_id,academic_year,programme_year,survey_responded,is_repeat_year,career_clarity,career_confidence,belonging_peers,belonging_programme,academic_self_efficacy,support_satisfaction
23627,1052-53,3,False,False,,,,,,
23630,1052-53,3,False,False,,,,,,
23632,1052-53,1,True,True,3.288,3.103,3.638,3.824,2.835,3.573
23633,1052-53,3,False,False,,,,,,
23637,1052-53,3,True,False,4.01,3.502,3.663,3.386,2.983,3.625
23639,1052-53,3,True,False,3.219,4.083,3.264,2.767,2.695,2.802
23640,1052-53,2,True,True,4.342,3.358,2.893,2.51,2.527,2.851
23645,1052-53,3,True,False,4.329,3.96,2.815,3.882,3.5,2.885
23648,1052-53,3,True,False,4.18,4.25,3.297,3.535,2.909,3.459
23650,1052-53,3,False,False,,,,,,
23651,1052-53,3,True,False,4.212,4.14,3.255,3.07,3.177,3.319
23652,1052-53,2,False,True,,,,,,
23654,1052-53,3,True,False,3.784,3.996,3.406,3.45,3.504,3.239
23656,1052-53,3,False,False,,,,,,
23658,1052-53,2,True,True,3.121,3.367,2.67,3.133,2.961,3.11
23662,1052-53,3,True,False,4.228,4.703,2.581,2.53,3.845,3.098
23665,1052-53,3,True,False,4.133,4.76,3.456,2.669,2.982,3.276
23668,1052-53,3,True,False,3.645,4.089,3.9,3.458,3.156,3.476
23671,1052-53,3,True,False,3.937,3.825,2.797,3.757,4.302,2.674
23678,1052-53,2,True,True,3.502,2.766,2.784,3.485,3.266,2.811
23679,1052-53,3,True,False,4.329,3.588,4.126,3.094,2.955,3.727
23680,1052-53,2,True,True,3.449,3.26,3.254,3.443,3.251,3.097
23681,1052-53,3,False,False,,,,,,
23683,1052-53,3,True,False,4.549,4.557,3.387,3.26,4.036,3.176
23689,1052-53,2,False,True,,,,,,
23691,1052-53,3,True,False,3.917,4.463,3.075,2.896,3.251,3.668
23693,1052-53,3,True,False,3.379,3.947,3.601,3.741,3.187,3.824
23696,1052-53,3,True,False,3.801,4.324,2.495,3.303,3.429,1.861
23700,1052-53,3,True,False,4.114,3.849,3.177,3.113,3.538,3.968
23706,1052-53,3,True,False,4.333,4.245,3.326,2.904,3.352,2.8
23709,1052-53,3,True,False,3.991,4.028,2.482,1.904,3.875,2.764
23711,1052-53,3,False,False,,,,,,
23713,1052-53,3,True,False,4.246,4.043,3.046,3.292,2.449,4.362
23722,1052-53,3,True,False,4.338,4.344,2.981,2.867,3.866,3.911
23726,1052-53,3,True,False,3.382,4.324,3.666,3.124,3.636,4.1
23727,1052-53,3,True,False,4.4,3.85,3.871,3.48,3.505,3.386
23728,1052-53,3,True,False,3.783,3.826,3.301,2.867,3.506,2.481
23730,1052-53,2,True,True,2.577,3.281,2.853,2.862,2.941,4.188
23732,1052-53,2,True,True,3.317,3.433,2.681,3.195,2.543,3.177
23734,1052-53,3,False,False,,,,,,
23735,1052-53,3,False,False,,,,,,
23736,1052-53,3,True,False,4.402,3.445,3.72,3.692,2.973,4.077
23739,1052-53,3,False,False,,,,,,
23740,1052-53,2,True,True,2.941,2.954,3.222,2.317,2.21,3.04
23742,1052-53,3,True,False,4.75,3.901,2.809,2.52,3.785,3.326
23744,1052-53,3,True,False,3.413,4.093,3.144,2.665,3.427,4.109
23746,1052-53,3,True,False,4.267,4.533,3.231,3.892,2.873,3.203
23747,1052-53,3,False,False,,,,,,
23749,1052-53,3,True,False,4.136,3.977,3.26,2.661,3.457,3.214
23751,1052-53,3,True,False,4.122,4.16,2.326,2.761,3.713,3.211
23755,1052-53,1,True,True,2.843,3.354,3.357,3.147,2.617,3.589
23759,1052-53,3,False,False,,,,,,
23760,1052-53,3,True,False,4.043,3.384,2.872,3.451,3.341,3.659
23761,1052-53,3,True,False,4.0,4.371,3.386,2.391,3.448,2.961
23762,1052-53,3,True,False,4.345,3.929,3.308,3.296,3.344,3.825
23763,1052-53,3,False,False,,,,,,
23767,1052-53,3,True,False,3.613,3.996,3.548,3.0,3.554,3.498
23768,1052-53,1,True,True,3.116,2.69,2.999,2.899,2.179,3.008
23774,1052-53,3,True,False,3.759,3.601,3.069,3.066,3.744,2.501
23775,1052-53,3,True,False,4.078,4.205,2.643,3.517,3.328,2.921
23776,1052-53,3,True,False,3.934,4.405,3.27,3.647,3.209,3.555
23782,1052-53,3,True,False,3.814,3.981,3.888,2.902,3.161,3.646
23783,1052-53,2,True,True,3.571,3.355,2.916,2.74,3.568,3.879
23785,1052-53,3,True,False,4.103,4.113,2.977,3.463,3.675,3.769
23788,1052-53,2,True,True,3.417,3.458,2.992,3.28,2.422,2.378
23794,1052-53,3,True,False,3.957,3.762,3.721,2.35,3.479,2.464
23795,1052-53,3,True,False,3.908,4.474,3.438,2.36,2.925,3.21
23799,1052-53,3,True,False,3.603,4.421,2.753,2.58,3.252,3.792
23803,1052-53,2,True,True,3.265,3.35,3.763,2.934,2.903,3.114
23805,1052-53,3,True,False,4.001,3.998,2.869,3.115,4.208,2.683
23808,1052-53,2,False,True,,,,,,
23809,1052-53,3,True,False,3.509,4.412,2.991,3.443,3.232,2.799
23812,1052-53,3,True,False,4.358,4.168,2.853,3.093,4.191,3.926
23815,1052-53,3,False,False,,,,,,
23818,1052-53,3,True,False,3.535,4.443,2.89,2.701,2.549,3.207
23819,1052-53,3,True,False,4.307,3.911,3.356,2.951,3.158,2.919
23820,1052-53,3,True,False,3.851,3.968,3.042,3.031,3.343,3.4
23822,1052-53,3,True,False,3.679,4.055,3.435,3.505,3.456,2.977
23825,1052-53,3,True,False,3.869,3.829,2.845,3.065,3.408,3.164
23827,1052-53,3,True,False,3.543,4.5,2.808,2.834,4.198,3.284
23828,1052-53,3,True,False,4.217,4.038,2.431,2.662,3.379,3.112
23831,1052-53,2,True,True,4.083,3.729,3.313,3.324,2.527,2.49
23836,1052-53,3,True,False,3.78,4.221,3.054,2.71,3.151,3.574
23837,1052-53,3,True,False,3.808,3.577,3.272,3.244,3.499,3.902
23843,1052-53,3,False,False,,,,,,
23846,1052-53,3,True,False,4.333,4.503,2.367,2.525,3.122,3.062
23855,1052-53,3,True,False,4.027,4.029,2.599,3.239,2.988,2.627
23857,1052-53,3,True,False,3.872,4.565,2.435,3.087,3.338,3.749
23859,1052-53,2,False,True,,,,,,
2386,1052-53,3,True,True,3.894,4.077,2.799,2.637,3.299,2.861
23861,1052-53,3,True,False,4.012,3.797,2.568,2.907,3.282,3.616
23862,1052-53,3,True,False,3.913,4.292,3.976,3.151,3.185,3.334
23871,1052-53,3,False,False,,,,,,
23872,1052-53,3,False,False,,,,,,
23873,1052-53,3,True,False,3.777,4.041,2.591,3.624,2.947,3.555
23875,1052-53,3,True,False,4.215,3.683,3.715,3.717,3.191,2.937
23877,1052-53,3,False,False,,,,,,
23878,1052-53,3,True,False,2.987,4.226,3.205,4.367,4.167,3.015
23880,1052-53,3,True,False,4.407,4.195,2.399,3.242,3.162,2.782
23885,1052-53,3,True,False,3.791,4.112,3.639,2.594,3.12,4.125
23886,1052-53,3,True,False,4.135,4.284,2.291,3.103,3.555,3.219
23887,1052-53,2,True,True,3.496,3.355,3.333,2.253,3.554,3.021
23888,1052-53,3,True,False,3.537,3.476,3.016,3.165,3.443,2.804
23889,1052-53,2,True,True,3.121,3.542,2.736,3.11,3.817,2.899
23890,1052-53,3,True,False,4.179,4.341,2.801,2.647,3.361,3.327
23893,1052-53,3,True,False,3.792,4.787,3.157,3.147,3.549,2.876
23896,1052-53,3,True,False,3.34,3.856,3.133,2.996,3.42,2.449
23900,1052-53,2,True,True,3.841,4.282,3.553,2.62,3.995,4.327
23901,1052-53,3,True,False,4.687,3.762,3.021,3.061,3.728,2.918
23902,1052-53,3,True,False,3.621,3.299,2.725,2.832,3.354,2.579
23904,1052-53,3,True,False,4.336,3.913,2.728,2.633,3.671,3.383
23908,1052-53,3,True,False,3.612,3.596,2.81,2.017,2.791,3.168
23912,1052-53,3,False,False,,,,,,
23913,1052-53,3,True,False,3.582,3.894,3.883,2.556,3.023,2.964
23915,1052-53,3,True,False,4.47,3.768,2.86,3.361,2.879,3.828
23916,1052-53,3,True,False,4.374,3.981,3.201,2.157,4.035,3.289
23917,1052-53,3,True,False,3.744,4.064,3.399,2.748,4.004,3.742
23918,1052-53,3,True,False,3.744,3.997,3.674,3.281,3.315,3.295
23919,1052-53,2,True,True,3.417,3.079,2.301,2.797,3.387,3.131
23920,1052-53,3,False,False,,,,,,
23922,1052-53,3,True,False,4.078,3.863,2.704,2.825,3.195,2.701
23924,1052-53,3,True,False,4.397,4.301,3.436,2.522,3.003,4.137
23928,1052-53,3,True,False,3.604,3.909,3.278,3.097,3.199,2.641
23929,1052-53,3,True,False,4.284,4.108,2.633,3.147,3.468,2.691
23934,1052-53,2,True,True,4.019,3.37,3.174,3.269,3.276,3.558
23935,1052-53,3,True,False,4.149,4.202,3.606,2.296,4.177,3.22
23936,1052-53,3,True,False,3.618,4.092,3.171,2.881,2.893,2.791
23940,1052-53,3,True,False,4.507,3.346,2.838,3.614,3.187,4.018
23941,1052-53,1,True,True,2.621,3.218,3.499,2.962,3.366,3.864
23942,1052-53,3,True,False,4.348,3.843,3.17,3.121,4.211,2.661
23943,1052-53,3,True,False,4.174,3.686,3.639,3.598,3.146,3.15
23944,1052-53,3,True,False,3.841,4.242,3.62,3.971,4.121,3.489
23946,1052-53,1,True,True,3.262,2.627,3.836,4.077,3.051,2.831
23947,1052-53,2,False,True,,,,,,
23953,1052-53,2,False,True,,,,,,
23954,1052-53,3,True,False,4.17,4.119,3.273,3.582,4.098,2.893
23958,1052-53,2,False,True,,,,,,
23960,1052-53,2,True,True,3.798,2.975,2.716,3.97,2.925,3.827
23965,1052-53,3,True,False,3.824,4.217,2.969,2.715,2.858,3.699
23967,1052-53,3,False,False,,,,,,
23968,1052-53,3,True,False,4.201,4.159,3.517,3.415,3.07,4.091
23969,1052-53,2,True,True,3.599,3.652,3.029,2.511,3.412,3.819
23971,1052-53,3,False,False,,,,,,
23976,1052-53,3,True,False,3.91,4.169,2.867,3.283,3.66,2.762
23978,1052-53,3,False,False,,,,,,
23979,1052-53,3,True,False,3.823,3.602,3.706,2.66,3.382,3.777
23983,1052-53,3,True,False,3.756,3.586,2.821,3.521,3.584,3.316
23985,1052-53,3,True,False,3.417,3.667,4.072,3.779,2.911,3.429
23987,1052-53,3,True,False,4.082,4.142,3.689,2.803,3.851,3.897
23989,1052-53,3,True,False,3.542,3.277,2.6,2.866,3.817,3.306
23992,1052-53,3,True,False,3.96,3.94,3.188,3.294,3.181,3.258
23993,1052-53,3,True,False,4.156,4.252,2.898,3.355,3.379,3.207
23995,1052-53,1,False,True,,,,,,
23997,1052-53,3,True,False,3.443,4.042,2.49,2.769,3.681,4.207
23998,1052-53,2,True,True,3.05,3.194,2.528,3.249,3.232,3.13
24001,1052-53,2,True,True,3.262,3.379,3.235,2.637,3.091,3.892
24004,1052-53,3,True,False,4.014,4.239,3.479,3.429,3.785,2.827
24006,1052-53,3,True,False,3.756,3.184,3.345,3.992,3.111,3.09
24011,1052-53,3,True,False,3.891,4.309,2.072,3.574,3.555,3.575
24014,1052-53,3,True,False,3.675,4.118,2.815,4.078,3.571,2.899
24015,1052-53,1,True,True,2.871,2.778,3.745,3.396,2.344,2.82
24016,1052-53,3,True,False,3.56,3.672,2.946,3.162,3.137,2.988
24018,1052-53,3,True,False,4.202,4.093,3.244,2.955,3.875,3.861
24022,1052-53,3,False,False,,,,,,
24025,1052-53,3,False,False,,,,,,
24026,1052-53,3,False,False,,,,,,
24027,1052-53,3,True,False,4.707,3.537,2.919,3.18,3.453,3.428
24030,1052-53,3,True,False,4.537,4.015,3.489,2.453,3.454,4.029
24031,1052-53,3,True,False,3.808,3.888,2.852,2.752,2.964,3.061
24032,1052-53,3,True,False,4.157,3.911,3.0,3.592,3.349,2.971
24033,1052-53,3,True,False,3.905,3.121,2.663,3.928,3.427,3.322
24034,1052-53,3,True,False,4.063,4.584,2.621,3.3,3.931,3.106
24035,1052-53,3,True,False,4.166,4.024,2.588,2.555,3.193,3.586
24036,1052-53,3,True,False,3.861,4.616,2.319,3.345,2.895,3.115
24037,1052-53,3,True,False,4.67,4.119,1.889,2.862,3.454,3.518
24038,1052-53,3,True,False,3.698,3.668,2.694,3.249,3.196,3.733
24039,1052-53,3,False,False,,,,,,
24041,1052-53,3,True,False,3.549,4.084,3.125,3.516,3.694,3.578
24053,1052-53,3,False,False,,,,,,
24054,1052-53,2,True,True,3.553,3.278,2.995,2.854,3.389,3.38
24056,1052-53,3,True,False,3.551,3.843,3.196,2.7,3.654,2.87
24057,1052-53,3,True,False,3.933,4.262,2.743,2.858,3.804,3.257
24061,1052-53,3,True,False,4.021,3.51,3.219,2.29,3.523,3.072
24065,1052-53,3,True,False,4.019,4.573,3.433,2.97,3.852,2.592
24066,1052-53,3,True,False,4.024,3.224,2.734,2.417,3.42,3.543
24070,1052-53,3,True,False,4.029,4.036,3.605,2.926,4.458,3.666
24071,1052-53,3,True,False,4.012,4.108,3.044,2.732,3.482,2.753
24073,1052-53,3,True,False,4.352,4.087,3.812,2.477,3.786,3.695
24080,1052-53,2,True,True,3.242,3.897,2.559,3.092,3.839,3.119
24085,1052-53,3,True,False,3.677,4.027,3.063,3.589,3.594,2.705
24086,1052-53,3,True,False,4.614,4.397,2.447,2.606,3.884,3.788
24088,1052-53,3,True,False,3.977,3.983,3.34,3.147,3.672,3.281
24091,1052-53,3,True,False,3.826,3.738,3.411,3.913,3.85,2.996
24097,1052-53,2,True,True,3.014,3.103,3.593,3.065,3.4,3.468
24102,1052-53,3,True,False,3.854,3.581,3.101,2.998,3.083,3.092
24103,1052-53,1,True,True,3.134,3.299,3.172,3.368,3.023,3.106
24104,1052-53,3,True,False,4.374,3.899,1.99,3.205,3.966,3.196
24105,1052-53,3,False,False,,,,,,
24106,1052-53,3,True,False,4.399,4.001,3.332,3.648,3.606,3.152
24107,1052-53,2,True,True,3.069,3.584,3.398,3.121,3.374,3.33
24109,1052-53,3,False,False,,,,,,
24110,1052-53,3,True,False,4.32,4.283,3.591,2.699,3.343,3.296
24114,1052-53,3,True,False,3.768,4.143,3.058,3.027,3.423,3.543
24115,1052-53,2,False,True,,,,,,
24118,1052-53,3,False,False,,,,,,
24121,1052-53,2,True,True,4.275,3.161,2.579,3.889,4.225,3.021
24122,1052-53,3,True,False,3.845,3.628,3.769,2.788,3.492,2.245
24123,1052-53,3,True,False,4.267,4.418,3.715,2.719,4.319,2.501
24128,1052-53,3,True,False,3.965,4.247,3.249,3.023,3.101,3.541
24129,1052-53,2,False,True,,,,,,
24135,1052-53,3,True,False,3.545,4.141,3.331,3.83,3.389,3.507
24143,1052-53,3,True,False,4.18,4.843,3.066,2.455,3.72,2.47
24145,1052-53,3,True,False,3.448,4.162,3.785,2.902,4.035,2.644
24147,1052-53,3,True,False,4.755,4.401,3.424,3.73,3.486,3.481
24152,1052-53,3,True,False,4.036,4.672,3.08,3.358,3.682,4.231
24158,1052-53,3,True,False,4.259,3.584,2.593,3.059,3.66,2.769
24160,1052-53,3,True,False,3.786,4.187,3.436,3.48,3.661,3.108
24162,1052-53,2,True,True,3.099,3.149,2.592,3.689,3.119,3.671
24164,1052-53,3,True,False,3.617,4.031,3.51,3.079,3.71,3.327
24165,1052-53,1,True,True,2.292,2.691,3.146,2.146,3.574,2.617
24168,1052-53,3,True,False,4.293,4.195,3.689,2.959,3.391,3.134
24171,1052-53,2,True,True,3.214,3.153,2.957,2.637,3.042,3.389
24172,1052-53,2,True,True,3.462,3.785,3.198,2.442,3.13,2.324
24177,1052-53,3,True,False,4.119,3.778,3.141,3.057,3.364,2.489
24180,1052-53,3,True,False,3.776,3.821,2.65,3.688,3.498,4.021
24181,1052-53,3,True,False,4.518,4.539,3.354,2.923,3.976,3.741
24182,1052-53,3,True,False,4.544,4.464,2.588,3.959,4.025,4.197
24185,1052-53,3,True,False,3.544,4.101,2.883,3.086,3.174,3.743
24188,1052-53,3,True,False,3.779,3.552,2.83,2.992,3.86,3.463
24189,1052-53,3,True,False,4.11,4.066,3.273,2.868,3.963,4.123
24192,1052-53,3,False,False,,,,,,
24193,1052-53,3,True,False,3.826,4.045,2.954,3.19,3.726,3.581
24194,1052-53,2,True,True,3.814,3.982,2.506,2.118,3.416,3.52
24196,1052-53,3,False,False,,,,,,
24198,1052-53,3,True,False,3.923,3.909,2.638,3.083,2.939,2.898
24199,1052-53,3,True,False,3.965,4.405,3.599,2.586,3.815,3.256
24206,1052-53,3,True,False,4.143,4.137,3.48,2.779,3.908,3.493
24207,1052-53,3,True,False,4.347,4.222,3.019,3.061,3.607,3.266
24208,1052-53,3,True,False,3.743,3.979,3.099,2.616,3.343,3.533
24210,1052-53,3,False,False,,,,,,
24212,1052-53,3,False,False,,,,,,
24213,1052-53,2,True,True,3.986,3.472,3.184,3.113,3.165,3.387
24214,1052-53,3,False,False,,,,,,
24215,1052-53,3,True,False,4.402,4.726,3.634,3.031,3.269,4.424
24218,1052-53,3,True,False,3.865,4.048,3.295,3.501,3.001,3.284
24219,1052-53,2,True,True,2.951,3.476,3.064,2.356,3.591,3.013
24220,1052-53,3,True,False,3.553,4.183,3.068,2.979,3.569,3.944
24221,1052-53,2,True,True,4.02,2.96,3.09,2.426,3.206,3.549
24222,1052-53,2,True,True,3.769,3.331,2.708,2.198,3.036,3.322
24227,1052-53,3,True,False,3.476,3.856,3.35,2.825,3.462,2.934
24228,1052-53,3,True,False,3.894,3.681,2.487,3.314,3.624,3.392
24229,1052-53,3,True,False,4.103,3.815,3.104,3.254,3.572,3.209
24236,1052-53,3,True,False,4.201,4.473,3.399,3.043,3.741,2.858
24239,1052-53,2,True,True,2.503,3.25,3.239,3.882,3.312,3.069
24240,1052-53,3,True,False,4.229,4.199,3.479,2.434,2.957,2.889
24241,1052-53,3,True,False,3.868,4.467,2.377,3.206,4.036,3.615
24242,1052-53,3,True,False,4.02,3.776,2.804,3.478,3.928,3.218
24243,1052-53,2,False,True,,,,,,
24245,1052-53,3,True,False,4.507,4.149,3.468,2.501,3.333,2.704
24246,1052-53,3,True,False,4.076,3.461,3.183,2.778,2.799,3.29
24247,1052-53,2,True,True,3.438,3.111,3.045,2.806,3.381,3.382
24249,1052-53,3,False,False,,,,,,
24250,1052-53,2,True,True,3.622,4.357,3.181,3.226,3.152,3.257
24251,1052-53,3,True,False,3.36,4.584,3.594,3.102,3.966,3.045
24256,1052-53,3,True,False,3.727,4.275,2.666,3.414,3.523,2.972
24258,1052-53,3,False,False,,,,,,
24259,1052-53,3,False,False,,,,,,
24261,1052-53,2,True,True,3.664,3.725,2.927,3.824,3.566,2.471
24263,1052-53,3,True,False,3.651,4.242,3.114,3.495,2.713,3.612
24266,1052-53,1,True,True,2.821,2.917,2.801,3.276,3.882,2.869
24267,1052-53,3,True,False,3.86,4.039,3.177,3.823,3.073,2.875
24275,1052-53,3,True,False,4.387,3.699,2.513,3.223,3.292,3.715
24276,1052-53,3,True,False,4.362,3.724,3.322,2.466,3.785,4.139
24278,1052-53,3,True,False,3.339,4.279,2.884,3.268,4.008,3.698
24279,1052-53,3,True,False,4.342,4.377,2.978,2.496,3.084,2.662
24282,1052-53,1,True,True,3.043,3.23,3.351,3.199,3.742,3.514
24285,1052-53,3,True,False,3.538,4.377,3.371,3.539,3.28,3.275
24290,1052-53,3,True,False,5.0,4.001,3.105,3.415,3.473,2.636
24294,1052-53,3,False,False,,,,,,
24301,1052-53,3,True,False,3.887,4.368,2.618,3.625,3.519,3.635
24304,1052-53,3,True,False,4.247,3.698,3.454,3.946,3.316,3.429
24305,1052-53,3,True,False,3.176,3.922,3.672,3.378,2.708,3.672
24308,1052-53,3,True,False,3.589,4.353,3.543,2.736,3.645,2.772
24310,1052-53,3,True,False,3.269,3.669,3.107,2.481,3.699,4.051
24311,1052-53,3,True,False,3.871,3.656,2.683,3.151,4.072,3.23
24313,1052-53,3,True,False,4.294,4.55,2.965,3.223,3.925,3.506
24315,1052-53,2,True,True,3.259,2.956,2.398,3.04,3.566,3.813
24316,1052-53,2,True,True,2.985,2.973,2.752,3.52,3.026,3.451
24319,1052-53,3,True,False,4.216,4.46,2.778,3.243,3.338,2.887
24320,1052-53,3,True,False,3.944,4.093,3.955,2.313,3.65,3.213
24321,1052-53,2,True,True,3.473,2.777,2.944,2.201,2.936,3.422
24323,1052-53,3,True,False,4.744,4.105,2.76,2.419,3.832,3.713
24324,1052-53,2,True,True,3.505,3.179,3.047,3.007,3.232,2.637
24327,1052-53,1,True,True,3.287,2.851,2.881,3.341,3.219,2.78
24329,1052-53,3,False,False,,,,,,
24330,1052-53,3,True,False,3.865,3.599,3.333,2.636,3.314,3.164
24335,1052-53,3,True,False,4.347,4.235,2.405,3.137,3.359,3.488
24339,1052-53,3,True,False,4.078,4.817,3.682,2.796,3.859,3.52
24343,1052-53,3,True,False,4.538,3.731,3.271,3.082,3.931,3.527
24344,1052-53,3,True,False,3.6,3.691,2.569,3.24,3.588,3.605
24345,1052-53,3,True,False,3.819,4.316,2.575,2.981,3.418,3.567
24346,1052-53,3,True,False,3.773,4.376,3.163,3.112,3.861,3.487
24347,1052-53,3,True,False,4.145,4.225,3.255,2.226,3.435,3.043
24348,1052-53,3,False,False,,,,,,
24352,1052-53,2,True,True,3.237,4.249,3.133,2.314,3.452,3.732
24354,1052-53,3,True,False,3.358,3.504,3.056,2.603,3.249,3.191
24356,1052-53,3,True,False,4.401,3.781,3.275,2.982,3.122,3.039
24357,1052-53,3,True,False,4.068,4.032,3.522,3.791,3.956,3.182
24358,1052-53,3,True,False,4.016,3.947,2.93,2.958,3.436,2.285
24360,1052-53,3,True,False,3.914,4.328,3.169,3.268,3.777,3.543
24361,1052-53,3,True,False,4.273,4.182,2.416,2.584,3.911,3.516
24366,1052-53,3,True,False,3.528,4.778,2.948,2.639,4.014,3.371
24367,1052-53,3,True,False,4.286,4.024,3.457,3.327,3.107,2.79
24368,1052-53,3,True,False,4.331,4.28,2.941,2.599,3.518,3.893
24369,1052-53,3,False,False,,,,,,
24377,1052-53,3,True,False,3.93,4.343,3.307,3.476,3.08,3.073
24378,1052-53,2,True,True,3.119,3.788,2.706,2.935,3.586,3.872
24382,1052-53,3,True,False,3.649,3.44,3.188,3.214,3.13,3.025
24383,1052-53,3,False,False,,,,,,
24386,1052-53,3,True,False,4.092,3.54,3.171,2.976,2.618,3.672
24387,1052-53,3,False,False,,,,,,
24391,1052-53,3,False,False,,,,,,
24393,1052-53,3,True,False,4.367,4.121,3.592,3.485,4.011,3.668
24396,1052-53,3,True,False,3.998,4.512,2.287,2.994,3.447,3.702
24398,1052-53,2,True,True,3.496,3.984,1.943,2.96,3.64,3.115
24399,1052-53,3,True,False,3.961,3.391,2.72,2.924,3.916,3.361
24402,1052-53,3,True,False,3.885,3.833,3.294,2.981,4.167,3.383
24403,1052-53,3,False,False,,,,,,
24406,1052-53,2,True,True,2.974,3.258,3.014,2.534,3.588,3.129
24408,1052-53,3,True,False,3.75,4.009,2.665,3.14,3.836,3.593
24413,1052-53,3,False,False,,,,,,
24414,1052-53,3,True,False,4.663,3.681,3.658,3.362,3.153,3.293
24417,1052-53,3,True,False,4.416,4.23,3.984,2.837,3.374,3.368
24424,1052-53,3,True,False,3.975,3.432,3.219,3.058,2.833,3.442
24427,1052-53,1,True,True,2.515,3.0,3.442,3.486,3.115,2.831
24434,1052-53,3,False,False,,,,,,
24436,1052-53,3,True,False,4.75,4.229,2.883,3.471,3.459,2.747
24437,1052-53,3,True,False,4.158,4.36,3.176,3.078,3.532,1.897
24447,1052-53,3,True,False,4.455,4.523,3.663,2.387,3.463,2.957
24451,1052-53,2,True,True,4.267,3.527,2.574,3.182,3.378,2.95
24463,1052-53,2,True,True,3.742,3.153,2.353,3.066,3.669,3.373
24465,1052-53,3,False,False,,,,,,
24467,1052-53,3,True,False,3.921,3.967,3.328,3.931,3.054,3.12
24470,1052-53,3,True,False,4.386,4.414,2.522,3.318,3.448,3.371
24474,1052-53,3,True,False,4.269,3.512,3.232,3.474,3.089,4.125
24475,1052-53,3,True,False,3.593,3.597,2.291,3.193,2.754,3.155
24477,1052-53,1,True,True,3.299,2.995,3.704,3.399,3.708,3.924
24478,1052-53,2,True,True,3.275,3.213,2.365,2.355,3.185,3.207
24479,1052-53,3,True,False,4.532,3.685,3.398,3.287,3.596,3.021
24481,1052-53,2,True,True,3.312,3.086,3.284,3.619,3.263,3.863
24482,1052-53,3,True,False,4.713,3.94,3.306,2.971,3.882,2.378
24485,1052-53,3,True,False,4.354,4.203,3.102,2.651,3.176,2.901
24487,1052-53,2,True,True,3.418,2.924,3.146,2.852,3.281,3.501
24488,1052-53,3,True,False,4.173,4.463,3.325,2.553,3.613,3.823
24491,1052-53,3,True,False,4.235,3.407,3.583,3.38,2.888,3.313
24493,1052-53,1,True,True,3.131,2.668,3.462,2.774,3.649,2.962
24495,1052-53,3,False,False,,,,,,
24499,1052-53,3,True,False,3.813,4.112,3.234,4.039,3.236,4.489
24504,1052-53,3,True,False,3.51,4.365,2.937,2.337,3.608,3.202
24505,1052-53,2,True,True,3.496,3.19,2.499,3.124,3.466,3.074
24509,1052-53,3,False,False,,,,,,
24516,1052-53,3,False,False,,,,,,
24518,1052-53,3,True,False,3.45,4.089,3.079,3.371,2.959,3.466
24519,1052-53,2,True,True,2.716,2.928,3.405,3.137,4.28,2.915
24520,1052-53,3,True,False,4.141,4.647,3.679,2.549,2.812,3.913
24521,1052-53,3,True,False,4.247,3.902,3.437,2.989,3.718,3.88
24522,1052-53,3,True,False,3.938,4.193,3.004,3.046,3.63,4.128
24523,1052-53,2,True,True,3.674,4.032,3.025,2.878,3.212,3.867
24527,1052-53,3,True,False,3.843,3.542,2.836,2.059,3.053,2.341
24528,1052-53,3,True,False,4.022,3.709,3.173,3.165,3.393,3.214
24529,1052-53,3,False,False,,,,,,
24530,1052-53,3,False,False,,,,,,
24531,1052-53,3,True,False,3.145,4.195,3.084,3.907,2.796,3.643
24535,1052-53,3,True,False,3.94,3.225,3.086,3.317,3.757,3.092
24538,1052-53,2,True,True,3.506,3.767,3.069,3.626,3.011,3.992
24540,1052-53,3,True,False,4.624,4.481,2.755,2.415,3.34,3.753
24542,1052-53,3,True,False,4.161,3.862,3.609,3.983,2.922,3.235
24544,1052-53,3,True,False,3.746,4.341,3.228,2.955,3.75,3.986
24545,1052-53,2,False,True,,,,,,
24546,1052-53,3,True,False,3.639,4.397,3.157,3.147,4.096,2.831
24548,1052-53,3,True,False,3.757,3.903,3.615,2.672,3.746,3.816
24549,1052-53,3,True,False,4.451,4.259,2.969,2.592,3.378,4.066
24552,1052-53,3,True,False,4.267,3.706,3.497,3.024,2.575,2.731
24553,1052-53,3,True,False,3.751,3.456,3.15,3.375,3.682,2.838
24554,1052-53,2,True,True,2.756,3.361,3.566,3.804,3.897,3.488
24556,1052-53,3,True,False,4.058,4.337,2.992,3.435,3.667,3.575
24557,1052-53,3,True,False,4.063,4.005,2.509,3.253,3.72,2.604
24561,1052-53,3,True,False,4.127,4.339,2.934,3.657,3.833,3.262
24562,1052-53,3,False,False,,,,,,
24564,1052-53,2,True,True,3.132,2.83,3.295,2.701,2.954,3.056
24566,1052-53,2,True,True,2.871,2.972,3.433,3.191,3.149,2.849
24567,1052-53,3,False,False,,,,,,
24568,1052-53,3,True,False,4.123,3.78,3.664,2.699,3.301,3.746
24570,1052-53,3,True,False,4.083,4.414,2.648,3.352,3.432,2.665
24574,1052-53,3,False,False,,,,,,
24575,1052-53,3,True,False,4.744,4.187,3.304,2.188,3.496,2.893
24580,1052-53,2,True,True,2.755,2.823,2.804,2.899,3.145,3.267
24582,1052-53,3,True,False,3.64,4.106,3.76,2.847,3.44,3.192
24583,1052-53,3,True,False,4.535,3.946,3.549,3.463,3.562,4.153
