student_id,academic_year_graduated,programme_code,degree_classification,degree_weighted_avg
8602,1049-50,2_4_10,2:1,62.9
8603,1049-50,2_4_12,2:2,54.1
8606,1049-50,2_3_7,2:2,53.6
8612,1049-50,2_2_6,2:2,50.9
8617,1049-50,1_1_1,2:2,58.1
8626,1049-50,2_2_6,2:1,61.5
8630,1049-50,2_2_4,2:2,56.7
8631,1049-50,1_1_1,2:1,60.9
8634,1049-50,2_4_11,Third,49.2
8637,1049-50,2_2_4,Third,47.1
8640,1049-50,3_2_2,2:1,69.5
8651,1049-50,2_3_9,2:2,51.0
8652,1049-50,1_1_5,2:2,50.2
8653,1049-50,4_2_12,2:1,66.6
8658,1049-50,2_2_2,2:2,51.6
8663,1049-50,2_1_1,2:1,60.5
8664,1049-50,2_4_10,2:2,58.8
8665,1049-50,1_2_1,2:2,53.0
8671,1049-50,1_1_1,2:2,57.9
8673,1049-50,2_2_2,2:2,58.8
8677,1049-50,4_2_12,2:1,69.4
8681,1049-50,2_2_6,First,71.0
8691,1049-50,1_1_1,2:2,56.3
8694,1049-50,2_2_5,2:2,59.3
8695,1049-50,2_2_2,First,73.0
8696,1049-50,2_1_1,2:1,68.0
870,1049-50,4_2_12,First,70.4
8705,1049-50,1_1_1,2:2,52.3
8707,1049-50,1_1_2,2:2,52.7
8708,1049-50,1_1_2,2:1,60.5
8709,1049-50,1_1_4,2:2,54.9
8711,1049-50,4_2_12,Third,48.4
8718,1049-50,2_4_12,First,71.0
8719,1049-50,4_2_12,2:1,65.6
8721,1049-50,1_1_5,2:1,62.0
8722,1049-50,3_1_1,First,73.9
8729,1049-50,4_2_12,2:2,56.3
8731,1049-50,2_1_1,2:1,61.0
8733,1049-50,1_1_4,2:2,59.5
8734,1049-50,2_2_4,2:2,53.1
8745,1049-50,1_1_3,2:2,58.5
8748,1049-50,2_3_8,2:2,55.4
8759,1049-50,2_3_7,2:1,69.2
8760,1049-50,2_4_11,2:2,51.6
8763,1049-50,4_2_12,Third,48.4
8764,1049-50,3_1_1,Third,48.7
8766,1049-50,2_2_4,2:2,50.8
8776,1049-50,2_3_9,2:2,55.3
8779,1049-50,1_1_5,First,70.7
8783,1049-50,3_1_1,First,70.8
8785,1049-50,1_1_3,2:2,56.8
8788,1049-50,1_1_2,2:1,66.9
8816,1049-50,2_3_7,2:2,50.2
8821,1049-50,3_2_2,2:2,50.2
8822,1049-50,1_1_5,2:1,67.0
8823,1049-50,3_2_2,2:1,65.2
8828,1049-50,4_2_12,First,77.9
8829,1049-50,2_3_8,2:2,58.7
8830,1049-50,1_1_2,2:2,58.4
8831,1049-50,2_2_3,2:1,68.6
8838,1049-50,2_2_5,First,71.5
8839,1049-50,2_3_9,First,72.9
8840,1049-50,4_2_12,First,76.0
8845,1049-50,2_3_9,2:1,68.4
8851,1049-50,2_3_8,2:1,62.1
8855,1049-50,1_2_1,Third,49.5
8863,1049-50,2_2_2,2:1,67.2
8869,1049-50,1_1_1,2:1,69.2
8872,1049-50,1_1_4,2:2,51.5
8873,1049-50,2_2_5,2:1,63.1
8874,1049-50,2_4_10,2:2,51.6
8875,1049-50,3_2_2,2:2,58.9
8876,1049-50,1_2_1,2:1,60.6
8882,1049-50,2_3_7,2:1,66.7
8890,1049-50,4_2_12,2:2,51.5
8891,1049-50,2_4_12,First,70.7
8892,1049-50,1_1_1,Third,48.7
8893,1049-50,3_2_2,2:2,56.7
8895,1049-50,3_2_2,2:1,65.0
8900,1049-50,2_2_2,2:1,67.8
8904,1049-50,2_3_7,2:2,58.2
8906,1049-50,1_1_4,First,70.1
8907,1049-50,2_2_4,Third,46.8
8913,1049-50,2_4_12,2:1,61.3
8917,1049-50,2_1_1,2:1,65.5
8918,1049-50,2_4_12,2:1,64.9
8922,1049-50,4_2_12,2:1,62.5
8927,1049-50,2_1_1,2:2,54.1
8929,1049-50,2_4_11,2:1,63.2
8936,1049-50,2_2_6,2:2,55.5
8939,1049-50,1_1_1,2:1,65.0
8942,1049-50,1_1_1,2:2,51.6
8944,1049-50,1_1_5,Third,45.7
8946,1049-50,1_2_1,Third,49.7
8948,1049-50,4_2_12,2:1,66.8
8951,1049-50,1_1_3,2:2,55.0
8960,1049-50,3_1_1,2:2,50.2
8968,1049-50,2_3_8,2:1,61.5
8973,1049-50,2_3_8,2:1,68.9
8977,1049-50,3_2_2,2:1,63.2
8981,1049-50,1_2_1,2:2,56.2
8990,1049-50,2_3_8,2:1,60.4
9000,1049-50,2_1_1,2:1,66.4
9005,1049-50,2_2_5,2:1,64.0
9007,1049-50,2_3_7,2:2,59.1
9009,1049-50,1_1_2,2:1,63.4
9012,1049-50,2_3_7,First,71.1
9019,1049-50,2_3_8,First,74.0
9021,1049-50,2_2_3,2:2,54.4
9024,1049-50,1_1_3,Third,46.0
9027,1049-50,2_3_7,2:2,59.0
9033,1049-50,2_3_7,2:1,65.1
9034,1049-50,4_2_12,2:1,63.0
9035,1049-50,2_1_1,Third,49.2
9036,1049-50,1_1_5,2:2,56.7
9038,1049-50,1_1_2,2:1,60.2
9045,1049-50,2_3_8,2:2,57.7
9048,1049-50,2_4_11,2:1,67.3
9050,1049-50,1_1_4,2:2,58.7
9063,1049-50,4_2_12,2:2,52.0
9073,1049-50,2_2_3,2:2,56.0
9079,1049-50,2_2_6,2:1,61.1
9089,1049-50,2_1_1,2:2,57.1
9095,1049-50,2_2_6,2:2,53.5
9096,1049-50,2_2_5,First,73.3
9101,1049-50,2_3_8,First,70.6
9103,1049-50,2_1_1,2:1,63.1
9106,1049-50,2_2_2,2:2,50.1
9107,1049-50,2_4_12,2:1,60.5
9117,1049-50,1_1_5,2:1,65.9
9123,1049-50,3_1_1,2:2,56.6
9129,1049-50,1_1_1,2:1,61.6
9130,1049-50,1_1_4,Third,49.5
9132,1049-50,3_2_2,2:2,54.3
9138,1049-50,3_1_1,2:2,57.2
9141,1049-50,2_3_8,2:2,51.0
9142,1049-50,1_1_2,2:2,54.9
915,1049-50,1_1_3,2:2,53.4
9155,1049-50,2_4_12,2:1,65.0
9158,1049-50,1_1_4,2:1,61.8
9163,1049-50,2_3_8,2:2,57.6
9174,1049-50,2_4_11,2:2,58.2
9185,1049-50,1_1_3,2:2,53.5
9187,1049-50,2_4_12,2:2,56.5
9188,1049-50,2_3_7,2:1,68.0
9198,1049-50,4_2_12,2:1,60.6
9199,1049-50,3_2_2,2:2,51.7
9201,1049-50,2_3_7,Third,47.1
9205,1049-50,2_2_4,2:1,66.4
9208,1049-50,2_2_5,2:2,51.3
9213,1049-50,1_1_4,2:2,54.8
9218,1049-50,2_3_7,2:2,52.6
9224,1049-50,2_1_1,2:1,66.1
9234,1049-50,4_2_12,2:1,63.3
9239,1049-50,1_1_4,2:1,68.4
9241,1049-50,2_2_5,2:2,52.5
9245,1049-50,2_2_5,2:1,67.5
9247,1049-50,2_1_1,2:2,57.8
9253,1049-50,2_4_11,2:2,59.5
9255,1049-50,2_2_4,2:2,58.6
9263,1049-50,4_2_12,2:2,57.1
9265,1049-50,2_4_10,First,71.8
9266,1049-50,2_3_8,Third,48.7
9274,1049-50,2_4_10,2:2,58.4
9276,1049-50,2_3_8,2:1,65.2
9282,1049-50,1_2_1,2:2,57.4
9288,1049-50,4_2_12,2:1,61.6
929,1049-50,4_2_12,Third,41.9
9290,1049-50,2_3_7,2:2,55.4
9294,1049-50,2_4_11,Third,43.3
9295,1049-50,4_2_12,2:1,61.2
9298,1049-50,2_2_4,2:1,64.9
9304,1049-50,1_1_2,Third,48.4
9305,1049-50,2_3_7,2:2,59.7
9328,1049-50,1_1_4,2:2,59.9
9351,1049-50,3_1_1,2:2,55.6
9358,1049-50,1_1_1,2:2,52.7
9361,1049-50,2_2_2,2:1,60.7
9367,1049-50,2_3_9,2:1,64.1
9369,1049-50,2_2_2,2:2,59.8
9372,1049-50,2_2_5,2:1,67.2
9380,1049-50,2_2_2,2:2,57.7
9384,1049-50,2_2_2,Third,47.6
9386,1049-50,2_4_11,2:2,50.8
9388,1049-50,4_2_12,2:2,52.6
9390,1049-50,2_2_5,2:1,62.9
9394,1049-50,2_1_1,2:2,60.0
9399,1049-50,2_2_5,2:1,60.9
9414,1049-50,2_2_5,Third,45.3
9420,1049-50,2_2_3,2:1,62.6
9423,1049-50,2_4_12,Third,48.7
9424,1049-50,2_4_12,2:1,67.2
9429,1049-50,2_2_6,2:2,55.3
9432,1049-50,3_1_1,2:2,52.0
9433,1049-50,2_2_5,2:1,65.7
9434,1049-50,2_2_5,2:2,55.8
9452,1049-50,2_4_10,2:2,60.0
9457,1049-50,2_3_8,2:2,57.0
9459,1049-50,4_2_12,2:1,62.0
946,1049-50,1_1_3,2:1,60.2
9461,1049-50,2_3_8,2:2,53.8
9462,1049-50,2_4_12,2:2,50.6
9479,1049-50,4_2_12,Third,49.3
9483,1049-50,4_2_12,Third,43.1
9484,1049-50,2_2_2,First,71.5
9486,1049-50,2_4_12,2:2,51.7
9487,1049-50,2_4_12,2:2,58.4
9488,1049-50,2_2_4,2:2,55.6
9492,1049-50,1_1_2,2:1,68.1
9494,1049-50,3_2_2,2:1,69.9
9496,1049-50,2_4_10,2:1,60.6
9502,1049-50,4_2_12,2:2,58.6
9504,1049-50,4_2_12,2:2,51.8
9506,1049-50,2_3_7,2:1,69.5
9526,1049-50,2_2_6,First,71.8
9531,1049-50,2_2_3,2:1,63.4
9532,1049-50,2_1_1,2:2,59.7
9534,1049-50,4_2_12,2:2,54.9
9541,1049-50,1_1_5,2:1,60.7
9547,1049-50,3_1_1,First,74.2
9573,1049-50,2_4_11,2:1,65.0
9577,1049-50,2_2_6,2:2,50.2
9581,1049-50,4_2_12,2:1,60.3
9592,1049-50,2_4_12,2:1,61.4
9597,1049-50,1_1_3,2:1,62.4
9598,1049-50,3_2_2,2:2,56.0
9606,1049-50,2_2_2,2:1,62.0
9607,1049-50,4_2_12,2:1,68.7
9615,1049-50,2_2_5,First,74.1
9617,1049-50,1_1_1,2:1,61.0
9621,1049-50,1_1_1,2:1,61.1
9624,1049-50,1_2_1,2:2,58.8
9629,1049-50,3_1_1,2:2,59.0
9630,1049-50,3_2_2,2:2,56.2
9635,1049-50,2_2_2,2:2,54.5
9640,1049-50,1_1_2,2:1,68.8
9644,1049-50,2_4_11,2:1,60.9
9650,1049-50,2_1_1,2:2,51.8
9652,1049-50,1_1_1,2:1,60.4
9669,1049-50,2_3_9,2:2,51.5
9673,1049-50,2_1_1,2:2,51.4
9687,1049-50,4_2_12,2:2,59.0
9689,1049-50,2_2_4,2:2,56.3
9692,1049-50,2_2_3,2:2,59.6
9693,1049-50,2_3_8,2:2,54.4
9694,1049-50,2_2_6,2:1,63.1
9698,1049-50,2_3_8,2:1,62.2
9701,1049-50,4_2_12,Third,42.7
9705,1049-50,2_1_1,2:1,60.9
9720,1049-50,2_2_2,2:2,51.4
9731,1049-50,1_1_4,2:2,58.3
9734,1049-50,2_1_1,2:2,57.6
9740,1049-50,4_2_12,2:1,61.5
9746,1049-50,1_1_1,Third,47.8
9753,1049-50,2_4_11,2:2,51.4
9756,1049-50,2_2_5,2:2,55.6
9758,1049-50,2_4_11,2:2,54.6
9759,1049-50,2_2_5,2:2,52.6
9769,1049-50,2_3_7,2:2,50.1
9771,1049-50,1_2_1,First,70.3
9775,1049-50,2_2_2,2:2,59.1
9776,1049-50,2_2_2,2:2,51.6
9778,1049-50,2_2_3,2:1,64.7
9782,1049-50,1_2_1,First,70.5
9785,1049-50,4_2_12,First,70.9
9792,1049-50,2_4_12,First,70.9
9796,1049-50,2_4_11,2:2,55.5
9797,1049-50,2_3_7,Third,47.5
9798,1049-50,2_1_1,2:2,52.9
9799,1049-50,2_4_12,2:2,58.7
9806,1049-50,1_1_4,Third,49.6
9812,1049-50,1_1_3,First,73.5
9815,1049-50,2_1_1,Third,49.3
9816,1049-50,4_2_12,2:2,53.8
9818,1049-50,2_3_8,2:2,57.1
9828,1049-50,2_4_11,2:2,52.3
9829,1049-50,4_2_12,2:1,62.8
9832,1049-50,3_1_1,2:2,55.5
9834,1049-50,1_1_1,2:2,58.2
9839,1049-50,2_3_7,2:2,56.7
9844,1049-50,1_1_5,2:2,58.7
9849,1049-50,1_1_3,2:1,65.2
9855,1049-50,2_3_8,2:1,66.7
9858,1049-50,2_4_12,Third,48.7
9860,1049-50,1_1_3,2:2,52.7
9863,1049-50,2_1_1,2:2,53.1
9865,1049-50,1_1_4,2:1,63.4
9868,1049-50,2_2_4,2:2,54.8
9869,1049-50,2_2_5,2:2,53.1
9876,1049-50,2_2_4,2:2,57.4
9880,1049-50,2_3_7,2:1,61.9
9883,1049-50,2_3_7,2:1,63.5
9892,1049-50,2_2_4,2:1,61.3
9896,1049-50,2_3_7,2:1,68.4
9900,1049-50,2_2_5,2:1,61.5
9904,1049-50,2_2_4,Third,49.0
9906,1049-50,2_2_4,2:1,60.1
9908,1049-50,2_4_11,2:1,67.7
991,1049-50,2_2_4,Third,44.8
9923,1049-50,2_4_12,2:1,69.8
9924,1049-50,4_2_12,Third,47.4
9925,1049-50,2_2_4,First,74.9
9926,1049-50,2_2_5,2:2,54.5
9929,1049-50,1_1_2,2:1,64.5
9932,1049-50,1_1_5,2:1,61.1
9936,1049-50,1_1_1,2:1,65.3
9942,1049-50,2_2_2,2:2,56.9
9947,1049-50,2_3_8,2:1,67.8
9957,1049-50,1_1_3,2:1,61.7
9959,1049-50,1_1_5,2:2,50.8
9962,1049-50,4_2_12,2:2,53.9
9964,1049-50,2_2_6,2:1,61.9
9968,1049-50,2_2_5,2:1,67.2
9975,1049-50,2_2_2,2:1,61.8
9980,1049-50,2_1_1,2:2,57.9
9982,1049-50,4_2_12,2:1,61.6
9984,1049-50,2_2_2,2:2,54.6
9986,1049-50,4_2_12,First,92.2
9991,1049-50,3_1_1,2:1,62.5
10001,1050-51,3_1_1,2:2,58.8
10007,1050-51,2_3_7,2:2,59.1
10010,1050-51,4_2_12,First,71.0
10011,1050-51,1_1_3,2:2,50.7
10014,1050-51,2_3_8,2:2,56.7
10015,1050-51,4_2_12,2:1,69.3
10018,1050-51,2_3_9,First,70.5
10024,1050-51,2_3_7,2:1,65.0
10026,1050-51,4_2_12,2:1,66.2
10032,1050-51,1_1_1,2:1,62.9
10039,1050-51,1_1_3,2:1,67.4
10044,1050-51,1_2_1,Third,49.7
10046,1050-51,4_2_12,2:1,63.3
10051,1050-51,3_2_2,Third,48.0
10059,1050-51,1_1_5,2:1,63.0
10063,1050-51,2_2_2,2:1,64.3
10072,1050-51,2_2_3,2:2,57.3
10077,1050-51,1_2_1,2:1,61.7
10082,1050-51,1_1_2,First,71.7
10087,1050-51,4_2_12,2:1,66.6
10089,1050-51,1_1_2,2:1,63.4
10096,1050-51,4_2_12,2:2,57.9
10100,1050-51,2_2_6,2:1,65.0
10102,1050-51,2_3_8,2:1,68.6
10105,1050-51,4_2_12,2:1,60.0
10121,1050-51,4_2_12,Third,49.5
10131,1050-51,2_1_1,2:2,50.9
10134,1050-51,1_1_1,2:1,69.2
10141,1050-51,2_2_5,First,72.2
10144,1050-51,2_4_12,2:1,62.9
10146,1050-51,2_3_8,First,70.8
10148,1050-51,2_2_4,2:1,62.1
10157,1050-51,2_2_6,2:1,62.5
10161,1050-51,2_3_8,2:1,69.3
10169,1050-51,1_1_3,2:2,55.9
10171,1050-51,2_4_10,2:1,63.7
10172,1050-51,2_2_3,First,72.0
10177,1050-51,1_1_3,Third,46.4
10180,1050-51,1_1_3,2:1,69.5
10182,1050-51,2_2_6,2:2,57.4
10184,1050-51,2_4_10,2:1,64.6
10193,1050-51,2_2_6,2:1,66.8
10197,1050-51,2_4_11,2:1,69.4
10202,1050-51,1_1_3,2:1,69.1
10205,1050-51,1_1_2,Third,48.4
10206,1050-51,1_2_1,2:2,57.5
10227,1050-51,2_3_8,First,74.9
10228,1050-51,3_2_2,2:1,66.6
10232,1050-51,3_1_1,2:1,69.4
10234,1050-51,2_2_6,2:1,67.0
10239,1050-51,3_1_1,2:2,55.1
10240,1050-51,2_2_4,2:2,54.5
10242,1050-51,2_2_4,2:2,57.8
10246,1050-51,2_4_12,2:1,61.9
10247,1050-51,3_2_2,First,73.4
10256,1050-51,1_1_1,2:1,63.8
10266,1050-51,2_2_2,2:1,61.1
10268,1050-51,1_2_1,2:2,57.8
10271,1050-51,2_3_8,2:1,63.0
10275,1050-51,2_3_9,2:2,57.6
10279,1050-51,1_2_1,2:1,60.6
10284,1050-51,4_2_12,2:1,60.0
10294,1050-51,1_1_5,2:2,57.8
10299,1050-51,1_2_1,2:2,54.5
10302,1050-51,2_4_12,2:1,62.0
10320,1050-51,1_2_1,2:1,60.8
10326,1050-51,1_2_1,2:2,50.1
10330,1050-51,2_2_5,2:1,64.8
10336,1050-51,4_2_12,First,81.2
10341,1050-51,2_3_7,2:1,69.7
10353,1050-51,4_2_12,2:2,52.1
10354,1050-51,1_1_2,2:2,56.3
10357,1050-51,2_3_8,2:1,63.5
10358,1050-51,1_1_4,Third,49.7
10360,1050-51,2_3_8,2:2,57.9
10363,1050-51,2_2_2,2:2,55.9
10366,1050-51,1_2_1,2:1,68.2
10371,1050-51,4_2_12,2:1,63.9
10372,1050-51,2_3_8,2:1,60.7
10376,1050-51,1_1_2,2:2,59.6
10388,1050-51,4_2_12,2:2,54.8
10391,1050-51,2_2_2,2:2,53.6
10413,1050-51,2_1_1,2:1,63.1
10414,1050-51,2_1_1,2:2,55.9
10415,1050-51,1_1_3,Third,46.1
10423,1050-51,2_3_8,2:1,64.4
10424,1050-51,2_3_9,2:2,59.9
10426,1050-51,4_2_12,Third,45.6
10430,1050-51,2_2_6,2:2,56.0
10432,1050-51,2_2_3,2:1,64.5
10433,1050-51,1_1_2,2:1,67.3
10437,1050-51,2_3_8,2:2,59.4
10440,1050-51,2_2_3,First,70.1
10442,1050-51,2_1_1,2:1,63.7
10444,1050-51,1_1_3,2:1,66.8
10445,1050-51,2_4_12,2:2,51.1
10446,1050-51,2_1_1,2:2,58.4
10447,1050-51,2_3_8,2:2,55.3
10454,1050-51,3_2_2,2:1,68.2
10466,1050-51,4_2_12,Third,49.7
10467,1050-51,2_4_11,2:1,64.3
10468,1050-51,2_2_4,2:1,69.5
10472,1050-51,1_2_1,Third,49.2
10481,1050-51,1_1_2,Third,49.5
10482,1050-51,2_1_1,2:1,63.4
10500,1050-51,2_3_8,2:1,66.0
10503,1050-51,3_2_2,2:1,62.5
10505,1050-51,2_2_6,2:2,52.6
1051,1050-51,3_1_1,2:2,57.2
10524,1050-51,1_1_2,2:2,50.5
10528,1050-51,2_3_7,2:2,55.8
10533,1050-51,2_2_2,2:1,65.0
10534,1050-51,2_4_12,2:2,56.8
10535,1050-51,2_4_12,2:1,67.6
10538,1050-51,2_3_8,2:1,62.1
10542,1050-51,2_3_8,2:2,59.0
10551,1050-51,1_2_1,2:1,63.4
10558,1050-51,4_2_12,2:1,62.1
10564,1050-51,2_2_4,2:1,65.6
10567,1050-51,1_1_2,2:2,50.9
10574,1050-51,2_1_1,2:2,57.4
10575,1050-51,4_2_12,Third,45.6
10577,1050-51,3_1_1,2:2,50.5
10580,1050-51,1_2_1,2:1,61.6
10581,1050-51,2_4_12,2:1,66.0
10589,1050-51,1_1_3,2:2,52.3
10592,1050-51,1_1_2,2:2,54.9
10595,1050-51,1_1_4,2:1,69.7
10602,1050-51,2_2_4,2:2,54.6
10610,1050-51,2_4_10,2:2,54.0
10613,1050-51,2_2_2,2:1,64.8
10615,1050-51,2_4_10,2:1,64.0
10622,1050-51,2_3_8,First,77.4
10629,1050-51,3_1_1,Third,48.2
10635,1050-51,2_3_8,2:1,61.0
10639,1050-51,2_1_1,2:2,58.5
10641,1050-51,4_2_12,First,80.8
10650,1050-51,2_4_12,2:2,53.1
10651,1050-51,1_2_1,2:2,53.8
10668,1050-51,2_2_5,Third,47.8
10669,1050-51,2_2_2,Third,49.5
10673,1050-51,4_2_12,2:2,55.8
10688,1050-51,2_2_6,2:2,51.3
10691,1050-51,1_2_1,2:1,62.5
10692,1050-51,2_2_5,2:1,66.0
10694,1050-51,2_1_1,2:1,67.3
10696,1050-51,2_3_7,First,77.1
10701,1050-51,2_3_7,First,72.3
10705,1050-51,2_2_6,2:2,55.2
10718,1050-51,1_1_5,Third,49.7
10722,1050-51,1_1_5,2:1,68.7
10724,1050-51,2_2_5,2:1,68.3
10729,1050-51,2_4_11,First,72.1
10732,1050-51,1_2_1,2:1,62.2
10741,1050-51,2_3_8,2:1,61.4
10742,1050-51,2_3_9,Third,46.7
10745,1050-51,2_1_1,2:1,70.0
10747,1050-51,2_3_8,2:2,53.4
10758,1050-51,2_4_10,2:1,68.6
10761,1050-51,1_1_3,2:1,69.8
10770,1050-51,2_4_12,2:2,50.3
10773,1050-51,3_2_2,2:1,64.3
10776,1050-51,2_3_8,2:1,65.0
10778,1050-51,3_2_2,2:2,51.1
10780,1050-51,1_1_5,First,72.0
10786,1050-51,2_2_4,2:1,64.0
10787,1050-51,2_3_7,2:1,65.0
10796,1050-51,2_2_2,2:1,68.5
10799,1050-51,2_2_4,2:1,63.0
10810,1050-51,1_1_3,2:2,57.9
10827,1050-51,1_1_3,2:2,55.5
10841,1050-51,2_4_11,2:1,69.5
10842,1050-51,2_2_3,First,70.9
10851,1050-51,2_1_1,2:1,68.2
10852,1050-51,2_4_12,2:2,59.3
10855,1050-51,2_3_7,2:2,55.0
10856,1050-51,2_4_10,2:2,53.5
10861,1050-51,2_3_7,2:1,60.3
10863,1050-51,1_1_2,2:2,57.8
10872,1050-51,2_1_1,2:1,62.0
10882,1050-51,3_2_2,2:1,63.0
10885,1050-51,3_2_2,2:2,58.4
10887,1050-51,2_4_12,2:1,61.3
10890,1050-51,2_4_10,First,71.4
10893,1050-51,2_4_10,2:1,69.8
10896,1050-51,1_1_4,2:1,60.0
10901,1050-51,4_2_12,Third,46.6
10910,1050-51,3_2_2,2:2,50.5
10912,1050-51,2_2_2,2:2,57.2
10916,1050-51,2_2_3,2:2,56.1
10921,1050-51,3_2_2,First,72.6
10933,1050-51,2_4_10,2:2,50.9
10938,1050-51,2_2_2,2:1,66.9
10943,1050-51,1_1_3,2:1,65.5
10944,1050-51,1_1_3,2:1,66.2
10948,1050-51,3_1_1,2:1,65.2
10949,1050-51,2_3_8,2:2,50.4
10952,1050-51,2_2_3,First,78.1
10960,1050-51,2_4_12,2:2,57.6
10965,1050-51,2_2_3,2:2,56.0
10966,1050-51,1_1_3,2:1,67.3
10967,1050-51,2_4_11,2:1,66.7
10969,1050-51,2_4_12,2:1,66.6
10973,1050-51,2_2_2,2:2,59.4
10975,1050-51,2_2_3,2:1,66.2
10978,1050-51,1_1_3,2:1,64.7
10979,1050-51,2_3_7,2:1,69.9
10983,1050-51,2_3_7,2:1,66.0
10987,1050-51,2_3_8,2:1,60.6
10991,1050-51,2_1_1,2:1,63.5
10993,1050-51,2_4_12,2:1,63.2
10999,1050-51,4_2_12,2:1,68.6
11001,1050-51,2_2_2,2:2,55.0
11002,1050-51,1_1_2,First,70.4
11008,1050-51,2_2_3,Third,48.9
11013,1050-51,1_1_5,2:2,51.0
11015,1050-51,2_2_2,2:1,61.9
11017,1050-51,2_3_8,2:1,60.6
11027,1050-51,2_3_8,2:1,61.0
11028,1050-51,2_3_8,2:2,58.6
11041,1050-51,2_1_1,2:2,54.4
11042,1050-51,4_2_12,2:2,55.3
11044,1050-51,2_2_5,2:2,53.7
11045,1050-51,2_3_8,2:1,60.4
11047,1050-51,1_1_4,Third,47.2
11048,1050-51,2_2_5,First,70.5
11054,1050-51,2_3_9,Third,47.5
11055,1050-51,2_2_2,2:2,53.8
11058,1050-51,2_4_12,2:2,58.2
11067,1050-51,1_1_4,2:2,58.0
11070,1050-51,2_3_7,First,72.3
11071,1050-51,2_3_8,2:2,51.4
11074,1050-51,2_4_11,2:2,58.2
11089,1050-51,2_4_10,2:2,58.3
11099,1050-51,2_3_7,2:1,66.6
11103,1050-51,1_2_1,2:2,52.5
11105,1050-51,1_1_2,2:2,59.3
11106,1050-51,2_2_2,2:1,65.1
11107,1050-51,3_2_2,2:2,59.8
11108,1050-51,2_4_12,2:1,61.0
11111,1050-51,2_2_2,2:2,53.8
11112,1050-51,2_2_5,2:1,63.3
11114,1050-51,2_3_8,2:2,59.8
11115,1050-51,1_2_1,2:2,56.5
11126,1050-51,2_4_10,2:2,57.7
11128,1050-51,4_2_12,2:1,64.5
11144,1050-51,1_2_1,2:2,59.1
11146,1050-51,2_4_12,2:1,62.5
11149,1050-51,3_1_1,2:1,66.0
11151,1050-51,2_3_8,2:1,63.8
11161,1050-51,2_4_11,First,70.3
11167,1050-51,2_4_11,2:1,61.8
11172,1050-51,3_1_1,2:2,51.3
11177,1050-51,1_1_2,2:2,58.4
11186,1050-51,4_2_12,2:2,53.2
11188,1050-51,1_1_2,2:1,67.7
11190,1050-51,3_1_1,First,73.3
11196,1050-51,2_2_2,2:2,55.3
11197,1050-51,1_1_4,2:1,68.8
11204,1050-51,2_1_1,2:1,68.3
11216,1050-51,2_2_5,2:2,51.3
11219,1050-51,2_4_10,2:1,64.5
11225,1050-51,2_2_3,Third,48.7
11227,1050-51,2_3_7,2:1,69.0
11233,1050-51,1_1_5,2:1,68.0
11235,1050-51,4_2_12,2:2,54.0
11243,1050-51,2_2_3,2:1,60.8
11245,1050-51,2_2_3,2:1,66.7
11249,1050-51,2_2_4,2:2,51.1
11251,1050-51,1_2_1,2:1,64.2
11260,1050-51,1_1_3,2:2,53.8
11261,1050-51,2_1_1,2:2,58.6
11267,1050-51,1_2_1,2:2,51.8
11274,1050-51,1_1_5,2:1,69.8
11277,1050-51,2_4_11,2:1,60.8
11279,1050-51,2_2_5,2:1,66.4
11281,1050-51,2_4_11,2:1,66.3
11285,1050-51,2_2_4,2:1,63.9
11290,1050-51,2_2_4,2:2,50.8
11292,1050-51,1_1_5,2:1,67.5
11293,1050-51,2_4_10,2:1,69.5
11294,1050-51,1_1_3,2:1,65.4
11295,1050-51,2_2_5,2:1,65.0
11296,1050-51,2_4_10,First,71.0
11298,1050-51,2_1_1,Third,48.1
11302,1050-51,4_2_12,First,77.8
11311,1050-51,2_2_3,2:2,56.0
11314,1050-51,1_1_4,2:1,60.5
11316,1050-51,2_4_10,Third,48.2
11326,1050-51,2_4_12,2:1,69.3
11331,1050-51,2_4_11,Third,47.9
11336,1050-51,2_4_10,2:1,62.2
11361,1050-51,4_2_12,Third,46.3
11362,1050-51,2_3_8,2:1,63.4
11365,1050-51,1_1_5,2:1,69.8
11367,1050-51,1_1_5,2:1,63.0
11372,1050-51,2_3_8,2:1,69.4
11376,1050-51,2_2_2,2:1,62.3
11390,1050-51,1_1_3,2:1,60.1
11394,1050-51,1_2_1,2:1,70.0
11395,1050-51,2_4_12,2:2,56.4
11396,1050-51,2_3_8,2:2,52.3
11416,1050-51,2_2_2,2:2,57.7
11434,1050-51,2_2_4,2:1,62.3
11435,1050-51,1_1_5,First,70.8
11436,1050-51,2_2_3,2:1,65.3
11440,1050-51,4_2_12,2:2,54.7
11444,1050-51,3_2_2,2:1,62.0
11447,1050-51,2_4_10,2:1,60.0
11452,1050-51,1_1_1,2:2,58.0
11460,1050-51,2_4_10,First,74.5
11464,1050-51,1_1_1,2:1,65.2
11475,1050-51,2_2_2,2:2,59.5
11477,1050-51,1_2_1,2:1,61.9
11483,1050-51,2_4_12,2:1,63.8
11484,1050-51,1_1_2,2:1,61.6
11492,1050-51,4_2_12,Third,45.6
11496,1050-51,2_4_12,2:1,65.3
11506,1050-51,1_1_3,2:2,55.8
11509,1050-51,1_1_3,2:1,61.1
11514,1050-51,2_1_1,2:2,55.0
11517,1050-51,2_3_8,2:1,60.2
11521,1050-51,2_3_8,2:2,55.0
11541,1050-51,1_1_3,2:2,59.6
