student_id,academic_year_graduated,survey_responded,outcome_type,professional_level,employment_sector,salary_band,time_to_outcome_months,outcome_recorded_at
21344,1052-53,True,further_study,,further_study,,0.0,1054-08-01
21345,1052-53,True,employed,professional,architecture_and_built_environment,4.0,5.0,1054-08-01
21351,1052-53,True,employed,non_professional,craft_and_making,4.0,2.0,1054-08-01
21352,1052-53,True,further_study,,further_study,,3.0,1054-08-01
21356,1052-53,True,employed,non_professional,heritage_and_curation,2.0,2.0,1054-08-01
21358,1052-53,True,employed,professional,human_resources,4.0,5.0,1054-08-01
21364,1052-53,False,,,,,,1054-08-01
21377,1052-53,True,employed,professional,craft_and_making,5.0,6.0,1054-08-01
21378,1052-53,True,employed,professional,craft_and_making,3.0,1.0,1054-08-01
21399,1052-53,True,further_study,,further_study,,1.0,1054-08-01
21414,1052-53,True,further_study,,further_study,,2.0,1054-08-01
21415,1052-53,True,unemployed,,,,18.0,1054-08-01
21423,1052-53,True,employed,professional,human_resources,3.0,1.0,1054-08-01
21425,1052-53,True,employed,professional,architecture_and_built_environment,4.0,7.0,1054-08-01
21441,1052-53,False,,,,,,1054-08-01
21442,1052-53,False,,,,,,1054-08-01
21447,1052-53,True,further_study,,further_study,,2.0,1054-08-01
21449,1052-53,False,,,,,,1054-08-01
21453,1052-53,True,employed,professional,architecture_and_built_environment,3.0,4.0,1054-08-01
21456,1052-53,False,,,,,,1054-08-01
21458,1052-53,False,,,,,,1054-08-01
21459,1052-53,True,employed,professional,creative_industries,4.0,3.0,1054-08-01
21461,1052-53,True,employed,professional,hospitality_and_tourism,5.0,3.0,1054-08-01
21464,1052-53,True,further_study,,further_study,,1.0,1054-08-01
21471,1052-53,False,,,,,,1054-08-01
21473,1052-53,True,employed,professional,design_and_media,4.0,1.0,1054-08-01
21479,1052-53,False,,,,,,1054-08-01
21483,1052-53,True,further_study,,further_study,,3.0,1054-08-01
21486,1052-53,True,employed,professional,craft_and_making,4.0,4.0,1054-08-01
21487,1052-53,True,employed,professional,creative_industries,3.0,3.0,1054-08-01
21489,1052-53,False,,,,,,1054-08-01
21491,1052-53,False,,,,,,1054-08-01
21493,1052-53,True,employed,professional,design_and_media,2.0,9.0,1054-08-01
21496,1052-53,True,employed,non_professional,design_and_media,2.0,1.0,1054-08-01
21501,1052-53,False,,,,,,1054-08-01
21503,1052-53,False,,,,,,1054-08-01
21506,1052-53,True,employed,non_professional,legal_services,3.0,3.0,1054-08-01
21509,1052-53,False,,,,,,1054-08-01
21516,1052-53,True,employed,non_professional,allied_health_professions,4.0,3.0,1054-08-01
21523,1052-53,True,unknown,,,,6.0,1054-08-01
21537,1052-53,True,employed,professional,craft_and_making,4.0,2.0,1054-08-01
21544,1052-53,False,,,,,,1054-08-01
21550,1052-53,True,unemployed,,,,17.0,1054-08-01
21554,1052-53,True,employed,non_professional,architecture_and_built_environment,2.0,7.0,1054-08-01
21559,1052-53,True,employed,professional,heritage_and_curation,4.0,2.0,1054-08-01
21561,1052-53,False,,,,,,1054-08-01
21563,1052-53,True,employed,professional,media_and_communications,4.0,3.0,1054-08-01
21567,1052-53,True,employed,non_professional,design_and_media,3.0,4.0,1054-08-01
21577,1052-53,True,further_study,,further_study,,5.0,1054-08-01
21579,1052-53,False,,,,,,1054-08-01
21582,1052-53,True,further_study,,further_study,,4.0,1054-08-01
21584,1052-53,True,further_study,,further_study,,1.0,1054-08-01
21585,1052-53,True,further_study,,further_study,,3.0,1054-08-01
21587,1052-53,True,unemployed,,,,12.0,1054-08-01
21592,1052-53,False,,,,,,1054-08-01
21594,1052-53,True,further_study,,further_study,,2.0,1054-08-01
21597,1052-53,True,unemployed,,,,13.0,1054-08-01
21610,1052-53,True,unemployed,,,,17.0,1054-08-01
21612,1052-53,False,,,,,,1054-08-01
21614,1052-53,True,employed,professional,ngo_and_charity,4.0,11.0,1054-08-01
21615,1052-53,False,,,,,,1054-08-01
21624,1052-53,True,further_study,,further_study,,3.0,1054-08-01
21635,1052-53,True,employed,non_professional,heritage_and_curation,3.0,8.0,1054-08-01
21637,1052-53,True,employed,professional,heritage_and_curation,4.0,4.0,1054-08-01
21645,1052-53,True,employed,non_professional,design_and_media,2.0,6.0,1054-08-01
21656,1052-53,True,employed,professional,design_and_media,3.0,3.0,1054-08-01
21674,1052-53,False,,,,,,1054-08-01
21676,1052-53,True,employed,professional,architecture_and_built_environment,3.0,4.0,1054-08-01
21678,1052-53,True,employed,professional,architecture_and_built_environment,3.0,8.0,1054-08-01
21679,1052-53,False,,,,,,1054-08-01
21681,1052-53,True,unemployed,,,,16.0,1054-08-01
21686,1052-53,True,employed,non_professional,education,3.0,4.0,1054-08-01
21687,1052-53,True,employed,professional,design_and_media,5.0,3.0,1054-08-01
21690,1052-53,True,further_study,,further_study,,3.0,1054-08-01
21692,1052-53,False,,,,,,1054-08-01
21702,1052-53,False,,,,,,1054-08-01
21703,1052-53,True,further_study,,further_study,,1.0,1054-08-01
21705,1052-53,False,,,,,,1054-08-01
21715,1052-53,True,employed,professional,heritage_and_curation,4.0,1.0,1054-08-01
21718,1052-53,True,further_study,,further_study,,2.0,1054-08-01
21721,1052-53,True,employed,professional,healthcare_and_nhs,4.0,4.0,1054-08-01
21727,1052-53,True,further_study,,further_study,,1.0,1054-08-01
21735,1052-53,True,unknown,,,,7.0,1054-08-01
21737,1052-53,True,further_study,,further_study,,2.0,1054-08-01
21743,1052-53,True,further_study,,further_study,,1.0,1054-08-01
21745,1052-53,False,,,,,,1054-08-01
21749,1052-53,True,employed,professional,heritage_and_curation,4.0,3.0,1054-08-01
21755,1052-53,True,employed,non_professional,craft_and_making,3.0,7.0,1054-08-01
21758,1052-53,True,employed,non_professional,architecture_and_built_environment,2.0,2.0,1054-08-01
21767,1052-53,True,employed,non_professional,heritage_and_curation,2.0,3.0,1054-08-01
21774,1052-53,True,employed,non_professional,craft_and_making,3.0,9.0,1054-08-01
21775,1052-53,False,,,,,,1054-08-01
21780,1052-53,False,,,,,,1054-08-01
21783,1052-53,True,unemployed,,,,14.0,1054-08-01
21784,1052-53,True,employed,non_professional,research_and_academia,3.0,8.0,1054-08-01
21793,1052-53,False,,,,,,1054-08-01
21797,1052-53,False,,,,,,1054-08-01
21806,1052-53,False,,,,,,1054-08-01
21807,1052-53,True,further_study,,further_study,,2.0,1054-08-01
21810,1052-53,True,employed,professional,hospitality_and_tourism,2.0,5.0,1054-08-01
21826,1052-53,True,employed,professional,architecture_and_built_environment,5.0,1.0,1054-08-01
21828,1052-53,True,employed,non_professional,design_and_media,3.0,8.0,1054-08-01
21831,1052-53,True,unemployed,,,,17.0,1054-08-01
21834,1052-53,True,employed,professional,legal_services,4.0,6.0,1054-08-01
21837,1052-53,True,employed,professional,hospitality_and_tourism,4.0,9.0,1054-08-01
21842,1052-53,True,further_study,,further_study,,3.0,1054-08-01
21843,1052-53,True,employed,non_professional,creative_industries,3.0,8.0,1054-08-01
21847,1052-53,False,,,,,,1054-08-01
21848,1052-53,True,further_study,,further_study,,1.0,1054-08-01
21849,1052-53,True,employed,professional,creative_industries,4.0,3.0,1054-08-01
21851,1052-53,True,employed,professional,craft_and_making,3.0,1.0,1054-08-01
21853,1052-53,True,employed,non_professional,human_resources,3.0,7.0,1054-08-01
21855,1052-53,True,employed,professional,design_and_media,4.0,7.0,1054-08-01
21856,1052-53,False,,,,,,1054-08-01
21858,1052-53,True,further_study,,further_study,,4.0,1054-08-01
21863,1052-53,True,further_study,,further_study,,4.0,1054-08-01
21875,1052-53,True,further_study,,further_study,,3.0,1054-08-01
21876,1052-53,False,,,,,,1054-08-01
21882,1052-53,True,further_study,,further_study,,2.0,1054-08-01
21885,1052-53,True,unemployed,,,,13.0,1054-08-01
21887,1052-53,True,employed,non_professional,research_and_academia,2.0,2.0,1054-08-01
21890,1052-53,True,employed,professional,design_and_media,5.0,6.0,1054-08-01
21891,1052-53,False,,,,,,1054-08-01
21907,1052-53,True,employed,non_professional,heritage_and_curation,4.0,1.0,1054-08-01
21908,1052-53,False,,,,,,1054-08-01
21916,1052-53,True,employed,professional,heritage_and_curation,2.0,2.0,1054-08-01
21926,1052-53,True,employed,professional,design_and_media,4.0,5.0,1054-08-01
21940,1052-53,True,unemployed,,,,13.0,1054-08-01
21952,1052-53,True,employed,professional,ngo_and_charity,5.0,3.0,1054-08-01
21954,1052-53,True,employed,non_professional,craft_and_making,3.0,7.0,1054-08-01
21955,1052-53,False,,,,,,1054-08-01
21959,1052-53,False,,,,,,1054-08-01
21960,1052-53,False,,,,,,1054-08-01
21964,1052-53,False,,,,,,1054-08-01
21968,1052-53,True,further_study,,further_study,,2.0,1054-08-01
21972,1052-53,True,employed,professional,media_and_communications,2.0,9.0,1054-08-01
21976,1052-53,True,unemployed,,,,17.0,1054-08-01
21982,1052-53,True,employed,non_professional,craft_and_making,3.0,3.0,1054-08-01
21999,1052-53,False,,,,,,1054-08-01
22009,1052-53,False,,,,,,1054-08-01
22013,1052-53,True,further_study,,further_study,,2.0,1054-08-01
22016,1052-53,True,employed,professional,education,4.0,4.0,1054-08-01
22021,1052-53,True,employed,professional,heritage_and_curation,4.0,6.0,1054-08-01
22036,1052-53,True,employed,non_professional,management_consulting,1.0,3.0,1054-08-01
22043,1052-53,True,employed,professional,creative_industries,3.0,7.0,1054-08-01
22048,1052-53,True,employed,professional,allied_health_professions,5.0,3.0,1054-08-01
22049,1052-53,True,employed,professional,creative_industries,4.0,2.0,1054-08-01
22050,1052-53,True,unemployed,,,,8.0,1054-08-01
22058,1052-53,True,employed,professional,heritage_and_curation,4.0,8.0,1054-08-01
22061,1052-53,True,employed,professional,architecture_and_built_environment,4.0,3.0,1054-08-01
22069,1052-53,True,employed,professional,hospitality_and_tourism,4.0,11.0,1054-08-01
22072,1052-53,True,employed,non_professional,design_and_media,3.0,3.0,1054-08-01
22075,1052-53,False,,,,,,1054-08-01
22077,1052-53,True,employed,professional,education,4.0,5.0,1054-08-01
22079,1052-53,True,employed,professional,heritage_and_curation,2.0,4.0,1054-08-01
22080,1052-53,False,,,,,,1054-08-01
22083,1052-53,True,employed,professional,hospitality_and_tourism,4.0,8.0,1054-08-01
22087,1052-53,True,unemployed,,,,19.0,1054-08-01
22095,1052-53,False,,,,,,1054-08-01
22096,1052-53,True,employed,professional,finance_and_banking,2.0,8.0,1054-08-01
22098,1052-53,True,further_study,,further_study,,2.0,1054-08-01
22111,1052-53,False,,,,,,1054-08-01
22113,1052-53,False,,,,,,1054-08-01
22116,1052-53,False,,,,,,1054-08-01
22120,1052-53,True,employed,professional,hospitality_and_tourism,5.0,5.0,1054-08-01
22143,1052-53,True,unemployed,,,,15.0,1054-08-01
22155,1052-53,True,employed,professional,ngo_and_charity,4.0,2.0,1054-08-01
22158,1052-53,True,employed,professional,creative_industries,4.0,1.0,1054-08-01
22160,1052-53,True,further_study,,further_study,,5.0,1054-08-01
22166,1052-53,True,employed,non_professional,heritage_and_curation,3.0,7.0,1054-08-01
22172,1052-53,True,employed,non_professional,public_health,2.0,4.0,1054-08-01
22173,1052-53,False,,,,,,1054-08-01
22175,1052-53,False,,,,,,1054-08-01
22189,1052-53,True,employed,non_professional,design_and_media,2.0,3.0,1054-08-01
22191,1052-53,True,further_study,,further_study,,2.0,1054-08-01
22197,1052-53,True,employed,professional,heritage_and_curation,4.0,1.0,1054-08-01
22203,1052-53,False,,,,,,1054-08-01
22206,1052-53,True,further_study,,further_study,,5.0,1054-08-01
22213,1052-53,True,employed,professional,design_and_media,5.0,4.0,1054-08-01
22216,1052-53,True,employed,non_professional,creative_industries,4.0,7.0,1054-08-01
22220,1052-53,True,employed,professional,management_consulting,4.0,4.0,1054-08-01
22221,1052-53,True,employed,professional,design_and_media,4.0,3.0,1054-08-01
22232,1052-53,False,,,,,,1054-08-01
22233,1052-53,True,employed,professional,hospitality_and_tourism,5.0,1.0,1054-08-01
22237,1052-53,False,,,,,,1054-08-01
22241,1052-53,False,,,,,,1054-08-01
22254,1052-53,False,,,,,,1054-08-01
22256,1052-53,True,unemployed,,,,15.0,1054-08-01
22257,1052-53,False,,,,,,1054-08-01
22267,1052-53,False,,,,,,1054-08-01
22269,1052-53,True,employed,professional,ngo_and_charity,5.0,2.0,1054-08-01
22270,1052-53,True,further_study,,further_study,,1.0,1054-08-01
22274,1052-53,True,employed,non_professional,hospitality_and_tourism,3.0,6.0,1054-08-01
22286,1052-53,True,employed,non_professional,finance_and_banking,2.0,7.0,1054-08-01
22287,1052-53,True,further_study,,further_study,,3.0,1054-08-01
22288,1052-53,False,,,,,,1054-08-01
22300,1052-53,False,,,,,,1054-08-01
22303,1052-53,False,,,,,,1054-08-01
22305,1052-53,True,further_study,,further_study,,3.0,1054-08-01
22307,1052-53,True,employed,non_professional,education,2.0,4.0,1054-08-01
22308,1052-53,True,employed,non_professional,finance_and_banking,3.0,8.0,1054-08-01
22309,1052-53,True,employed,non_professional,architecture_and_built_environment,2.0,6.0,1054-08-01
22312,1052-53,False,,,,,,1054-08-01
22314,1052-53,True,employed,professional,heritage_and_curation,4.0,2.0,1054-08-01
22323,1052-53,True,further_study,,further_study,,2.0,1054-08-01
22329,1052-53,False,,,,,,1054-08-01
22330,1052-53,True,employed,non_professional,legal_services,2.0,8.0,1054-08-01
22335,1052-53,True,employed,professional,heritage_and_curation,4.0,3.0,1054-08-01
22341,1052-53,False,,,,,,1054-08-01
22351,1052-53,True,unemployed,,,,17.0,1054-08-01
22352,1052-53,True,employed,non_professional,heritage_and_curation,4.0,3.0,1054-08-01
22353,1052-53,True,employed,non_professional,architecture_and_built_environment,1.0,3.0,1054-08-01
22357,1052-53,True,unemployed,,,,20.0,1054-08-01
22367,1052-53,True,employed,professional,public_health,4.0,8.0,1054-08-01
22373,1052-53,True,employed,professional,management_consulting,3.0,2.0,1054-08-01
22375,1052-53,True,employed,professional,allied_health_professions,4.0,3.0,1054-08-01
22376,1052-53,False,,,,,,1054-08-01
22388,1052-53,True,employed,professional,craft_and_making,4.0,4.0,1054-08-01
22394,1052-53,True,employed,professional,craft_and_making,3.0,6.0,1054-08-01
22400,1052-53,False,,,,,,1054-08-01
22401,1052-53,False,,,,,,1054-08-01
22405,1052-53,False,,,,,,1054-08-01
22409,1052-53,True,employed,professional,human_resources,3.0,8.0,1054-08-01
22413,1052-53,True,employed,professional,design_and_media,5.0,3.0,1054-08-01
22417,1052-53,True,employed,professional,human_resources,5.0,0.0,1054-08-01
22436,1052-53,True,employed,non_professional,design_and_media,1.0,5.0,1054-08-01
22447,1052-53,True,employed,professional,legal_services,3.0,2.0,1054-08-01
22454,1052-53,True,unemployed,,,,16.0,1054-08-01
22462,1052-53,False,,,,,,1054-08-01
22465,1052-53,True,employed,professional,heritage_and_curation,4.0,3.0,1054-08-01
22466,1052-53,True,further_study,,further_study,,2.0,1054-08-01
22467,1052-53,True,unemployed,,,,14.0,1054-08-01
22469,1052-53,False,,,,,,1054-08-01
22479,1052-53,False,,,,,,1054-08-01
22492,1052-53,True,unemployed,,,,11.0,1054-08-01
22497,1052-53,False,,,,,,1054-08-01
22499,1052-53,True,further_study,,further_study,,1.0,1054-08-01
22508,1052-53,True,employed,professional,hospitality_and_tourism,2.0,7.0,1054-08-01
22520,1052-53,True,further_study,,further_study,,5.0,1054-08-01
22525,1052-53,True,further_study,,further_study,,3.0,1054-08-01
22527,1052-53,True,unemployed,,,,8.0,1054-08-01
22531,1052-53,True,employed,non_professional,education,2.0,1.0,1054-08-01
22533,1052-53,True,unknown,,,,11.0,1054-08-01
22539,1052-53,True,employed,professional,media_and_communications,3.0,3.0,1054-08-01
22546,1052-53,True,employed,professional,heritage_and_curation,2.0,8.0,1054-08-01
22550,1052-53,True,employed,non_professional,architecture_and_built_environment,2.0,7.0,1054-08-01
22570,1052-53,True,employed,professional,education,3.0,2.0,1054-08-01
22571,1052-53,False,,,,,,1054-08-01
22572,1052-53,True,further_study,,further_study,,2.0,1054-08-01
22574,1052-53,False,,,,,,1054-08-01
22587,1052-53,False,,,,,,1054-08-01
22594,1052-53,True,further_study,,further_study,,3.0,1054-08-01
22595,1052-53,True,unemployed,,,,10.0,1054-08-01
22600,1052-53,True,employed,professional,healthcare_and_nhs,5.0,9.0,1054-08-01
22601,1052-53,True,further_study,,further_study,,3.0,1054-08-01
22606,1052-53,False,,,,,,1054-08-01
22607,1052-53,True,employed,professional,creative_industries,3.0,10.0,1054-08-01
22608,1052-53,True,unemployed,,,,14.0,1054-08-01
22611,1052-53,True,employed,professional,craft_and_making,5.0,2.0,1054-08-01
22617,1052-53,True,employed,non_professional,design_and_media,4.0,11.0,1054-08-01
22620,1052-53,False,,,,,,1054-08-01
22627,1052-53,False,,,,,,1054-08-01
22631,1052-53,True,employed,non_professional,heritage_and_curation,3.0,2.0,1054-08-01
22636,1052-53,False,,,,,,1054-08-01
22647,1052-53,True,further_study,,further_study,,3.0,1054-08-01
22648,1052-53,True,employed,professional,creative_industries,5.0,5.0,1054-08-01
22649,1052-53,True,employed,non_professional,heritage_and_curation,1.0,3.0,1054-08-01
22657,1052-53,True,employed,professional,management_consulting,4.0,6.0,1054-08-01
22658,1052-53,True,further_study,,further_study,,3.0,1054-08-01
22664,1052-53,True,employed,professional,heritage_and_curation,4.0,1.0,1054-08-01
22667,1052-53,False,,,,,,1054-08-01
22671,1052-53,False,,,,,,1054-08-01
22675,1052-53,True,employed,professional,human_resources,4.0,7.0,1054-08-01
22677,1052-53,True,employed,professional,architecture_and_built_environment,3.0,0.0,1054-08-01
22678,1052-53,True,unemployed,,,,19.0,1054-08-01
22690,1052-53,True,employed,non_professional,architecture_and_built_environment,4.0,3.0,1054-08-01
22695,1052-53,True,further_study,,further_study,,3.0,1054-08-01
22696,1052-53,True,further_study,,further_study,,5.0,1054-08-01
22700,1052-53,True,employed,professional,management_consulting,5.0,9.0,1054-08-01
22709,1052-53,True,unemployed,,,,17.0,1054-08-01
22711,1052-53,True,employed,professional,finance_and_banking,2.0,4.0,1054-08-01
22714,1052-53,True,employed,professional,human_resources,2.0,5.0,1054-08-01
22718,1052-53,True,employed,professional,craft_and_making,5.0,0.0,1054-08-01
22724,1052-53,True,further_study,,further_study,,4.0,1054-08-01
22727,1052-53,False,,,,,,1054-08-01
22732,1052-53,True,unemployed,,,,18.0,1054-08-01
22736,1052-53,True,employed,professional,management_consulting,4.0,4.0,1054-08-01
22738,1052-53,True,employed,non_professional,human_resources,1.0,8.0,1054-08-01
22746,1052-53,True,employed,non_professional,design_and_media,4.0,6.0,1054-08-01
22754,1052-53,False,,,,,,1054-08-01
22755,1052-53,True,further_study,,further_study,,5.0,1054-08-01
22767,1052-53,False,,,,,,1054-08-01
22775,1052-53,True,employed,professional,architecture_and_built_environment,5.0,8.0,1054-08-01
22779,1052-53,True,employed,non_professional,design_and_media,2.0,3.0,1054-08-01
22781,1052-53,True,unemployed,,,,9.0,1054-08-01
22787,1052-53,True,employed,non_professional,finance_and_banking,4.0,5.0,1054-08-01
22790,1052-53,True,employed,non_professional,creative_industries,2.0,10.0,1054-08-01
22797,1052-53,True,employed,non_professional,education,2.0,1.0,1054-08-01
22801,1052-53,True,employed,professional,research_and_academia,5.0,3.0,1054-08-01
22807,1052-53,True,unknown,,,,6.0,1054-08-01
22814,1052-53,True,unemployed,,,,7.0,1054-08-01
22817,1052-53,True,employed,professional,management_consulting,4.0,9.0,1054-08-01
22822,1052-53,False,,,,,,1054-08-01
22825,1052-53,True,employed,professional,healthcare_and_nhs,3.0,7.0,1054-08-01
22826,1052-53,True,further_study,,further_study,,1.0,1054-08-01
22828,1052-53,False,,,,,,1054-08-01
22846,1052-53,False,,,,,,1054-08-01
22848,1052-53,False,,,,,,1054-08-01
22849,1052-53,True,employed,professional,craft_and_making,4.0,5.0,1054-08-01
22850,1052-53,True,employed,professional,hospitality_and_tourism,5.0,5.0,1054-08-01
22857,1052-53,True,unemployed,,,,17.0,1054-08-01
22871,1052-53,False,,,,,,1054-08-01
22872,1052-53,True,employed,professional,design_and_media,5.0,4.0,1054-08-01
22879,1052-53,True,further_study,,further_study,,2.0,1054-08-01
22886,1052-53,True,employed,professional,heritage_and_curation,3.0,4.0,1054-08-01
22888,1052-53,False,,,,,,1054-08-01
22895,1052-53,True,employed,professional,management_consulting,3.0,9.0,1054-08-01
22899,1052-53,True,employed,professional,heritage_and_curation,5.0,5.0,1054-08-01
22907,1052-53,True,further_study,,further_study,,6.0,1054-08-01
22909,1052-53,True,further_study,,further_study,,3.0,1054-08-01
22913,1052-53,True,employed,non_professional,creative_industries,3.0,1.0,1054-08-01
22914,1052-53,True,employed,professional,hospitality_and_tourism,3.0,6.0,1054-08-01
22924,1052-53,True,employed,professional,architecture_and_built_environment,3.0,3.0,1054-08-01
22940,1052-53,True,unemployed,,,,8.0,1054-08-01
22945,1052-53,True,employed,non_professional,craft_and_making,3.0,6.0,1054-08-01
22947,1052-53,True,further_study,,further_study,,1.0,1054-08-01
22961,1052-53,True,further_study,,further_study,,1.0,1054-08-01
22965,1052-53,True,employed,non_professional,craft_and_making,2.0,4.0,1054-08-01
22967,1052-53,True,employed,professional,legal_services,5.0,7.0,1054-08-01
22969,1052-53,True,employed,professional,architecture_and_built_environment,3.0,7.0,1054-08-01
22977,1052-53,False,,,,,,1054-08-01
22979,1052-53,True,employed,professional,hospitality_and_tourism,3.0,5.0,1054-08-01
22982,1052-53,True,employed,non_professional,architecture_and_built_environment,3.0,4.0,1054-08-01
22987,1052-53,True,unknown,,,,15.0,1054-08-01
22988,1052-53,True,employed,professional,architecture_and_built_environment,4.0,9.0,1054-08-01
22989,1052-53,False,,,,,,1054-08-01
22990,1052-53,True,unknown,,,,6.0,1054-08-01
22995,1052-53,False,,,,,,1054-08-01
23008,1052-53,True,employed,non_professional,management_consulting,4.0,8.0,1054-08-01
23014,1052-53,True,employed,professional,heritage_and_curation,5.0,6.0,1054-08-01
23024,1052-53,True,employed,professional,craft_and_making,4.0,6.0,1054-08-01
23032,1052-53,True,employed,professional,allied_health_professions,2.0,3.0,1054-08-01
23033,1052-53,False,,,,,,1054-08-01
23037,1052-53,False,,,,,,1054-08-01
23039,1052-53,True,further_study,,further_study,,1.0,1054-08-01
23043,1052-53,False,,,,,,1054-08-01
23047,1052-53,False,,,,,,1054-08-01
23053,1052-53,False,,,,,,1054-08-01
23055,1052-53,False,,,,,,1054-08-01
23057,1052-53,True,employed,professional,heritage_and_curation,5.0,6.0,1054-08-01
23075,1052-53,True,employed,non_professional,design_and_media,2.0,4.0,1054-08-01
23077,1052-53,True,unknown,,,,8.0,1054-08-01
23078,1052-53,True,employed,professional,design_and_media,3.0,4.0,1054-08-01
23084,1052-53,True,employed,non_professional,management_consulting,2.0,4.0,1054-08-01
23085,1052-53,True,employed,professional,hospitality_and_tourism,4.0,6.0,1054-08-01
23092,1052-53,False,,,,,,1054-08-01
23106,1052-53,True,unknown,,,,9.0,1054-08-01
23107,1052-53,True,further_study,,further_study,,3.0,1054-08-01
23109,1052-53,False,,,,,,1054-08-01
23111,1052-53,True,employed,non_professional,heritage_and_curation,2.0,7.0,1054-08-01
23118,1052-53,True,unemployed,,,,15.0,1054-08-01
23122,1052-53,False,,,,,,1054-08-01
23124,1052-53,True,further_study,,further_study,,1.0,1054-08-01
23128,1052-53,False,,,,,,1054-08-01
23141,1052-53,False,,,,,,1054-08-01
23143,1052-53,True,employed,professional,finance_and_banking,5.0,1.0,1054-08-01
23145,1052-53,True,employed,professional,heritage_and_curation,4.0,3.0,1054-08-01
23149,1052-53,True,employed,professional,craft_and_making,4.0,10.0,1054-08-01
23152,1052-53,False,,,,,,1054-08-01
23154,1052-53,True,employed,professional,legal_services,4.0,10.0,1054-08-01
23155,1052-53,True,further_study,,further_study,,1.0,1054-08-01
23157,1052-53,False,,,,,,1054-08-01
23160,1052-53,True,further_study,,further_study,,3.0,1054-08-01
23166,1052-53,True,further_study,,further_study,,4.0,1054-08-01
23168,1052-53,True,employed,non_professional,craft_and_making,2.0,1.0,1054-08-01
23176,1052-53,True,employed,professional,design_and_media,5.0,9.0,1054-08-01
23177,1052-53,True,further_study,,further_study,,3.0,1054-08-01
23182,1052-53,False,,,,,,1054-08-01
23186,1052-53,False,,,,,,1054-08-01
23193,1052-53,True,employed,professional,finance_and_banking,4.0,7.0,1054-08-01
23198,1052-53,False,,,,,,1054-08-01
23200,1052-53,True,unemployed,,,,16.0,1054-08-01
23218,1052-53,True,employed,professional,management_consulting,5.0,6.0,1054-08-01
23220,1052-53,True,employed,professional,public_health,5.0,8.0,1054-08-01
23228,1052-53,False,,,,,,1054-08-01
23230,1052-53,True,further_study,,further_study,,4.0,1054-08-01
23231,1052-53,True,employed,non_professional,architecture_and_built_environment,2.0,9.0,1054-08-01
23232,1052-53,True,unemployed,,,,22.0,1054-08-01
23234,1052-53,True,further_study,,further_study,,1.0,1054-08-01
23238,1052-53,True,employed,professional,design_and_media,4.0,2.0,1054-08-01
23243,1052-53,False,,,,,,1054-08-01
23250,1052-53,False,,,,,,1054-08-01
23251,1052-53,True,employed,non_professional,education,3.0,1.0,1054-08-01
23252,1052-53,True,employed,professional,public_health,3.0,1.0,1054-08-01
23264,1052-53,False,,,,,,1054-08-01
23267,1052-53,False,,,,,,1054-08-01
23268,1052-53,True,further_study,,further_study,,3.0,1054-08-01
23272,1052-53,False,,,,,,1054-08-01
23278,1052-53,True,unknown,,,,13.0,1054-08-01
23281,1052-53,True,employed,professional,architecture_and_built_environment,5.0,5.0,1054-08-01
23287,1052-53,False,,,,,,1054-08-01
23292,1052-53,True,employed,non_professional,creative_industries,3.0,4.0,1054-08-01
23293,1052-53,False,,,,,,1054-08-01
23294,1052-53,False,,,,,,1054-08-01
23300,1052-53,True,unemployed,,,,12.0,1054-08-01
23304,1052-53,True,employed,professional,heritage_and_curation,4.0,5.0,1054-08-01
23306,1052-53,False,,,,,,1054-08-01
23311,1052-53,True,further_study,,further_study,,2.0,1054-08-01
23320,1052-53,True,employed,professional,human_resources,4.0,5.0,1054-08-01
23331,1052-53,False,,,,,,1054-08-01
23336,1052-53,True,employed,non_professional,architecture_and_built_environment,3.0,4.0,1054-08-01
23338,1052-53,True,employed,professional,architecture_and_built_environment,4.0,8.0,1054-08-01
23339,1052-53,False,,,,,,1054-08-01
23353,1052-53,False,,,,,,1054-08-01
23354,1052-53,True,further_study,,further_study,,3.0,1054-08-01
23360,1052-53,True,employed,professional,legal_services,4.0,4.0,1054-08-01
23362,1052-53,True,employed,non_professional,architecture_and_built_environment,4.0,5.0,1054-08-01
23363,1052-53,True,employed,professional,social_care,3.0,7.0,1054-08-01
23364,1052-53,True,employed,professional,heritage_and_curation,5.0,4.0,1054-08-01
23367,1052-53,False,,,,,,1054-08-01
23370,1052-53,True,employed,professional,legal_services,4.0,4.0,1054-08-01
23371,1052-53,False,,,,,,1054-08-01
23380,1052-53,False,,,,,,1054-08-01
23384,1052-53,False,,,,,,1054-08-01
23394,1052-53,False,,,,,,1054-08-01
23405,1052-53,False,,,,,,1054-08-01
23413,1052-53,True,employed,professional,design_and_media,2.0,6.0,1054-08-01
23416,1052-53,True,employed,professional,design_and_media,3.0,2.0,1054-08-01
23424,1052-53,False,,,,,,1054-08-01
23438,1052-53,True,employed,non_professional,finance_and_banking,1.0,4.0,1054-08-01
23445,1052-53,True,further_study,,further_study,,1.0,1054-08-01
23447,1052-53,True,unemployed,,,,14.0,1054-08-01
23448,1052-53,False,,,,,,1054-08-01
23449,1052-53,True,further_study,,further_study,,1.0,1054-08-01
23458,1052-53,True,unknown,,,,5.0,1054-08-01
23464,1052-53,False,,,,,,1054-08-01
23465,1052-53,True,further_study,,further_study,,4.0,1054-08-01
23476,1052-53,True,employed,professional,management_consulting,5.0,1.0,1054-08-01
23478,1052-53,False,,,,,,1054-08-01
