module_code,module_title,programme_code,programme_name,year,level,semester,final_project,assessment_type,difficulty_level,mark_modifier,social_requirements,creativity_requirements,practical_theoretical_balance,group_work_intensity,independent_study_requirement,stress_level
552601,Applied Mycelial Engineering,5_2_10,Mycelial Cultivation and Biotech,2,5,1,,Written coursework,0.44,1.009,0.74,0.61,0.67,0.73,0.57,0.5
552403,Autonomous Devices & Constructs,5_2_10,Modern Technologies,2,5,2,,Written coursework,0.58,0.9704,0.75,0.66,0.66,0.74,0.48,0.48
552602,Bio-Systems Integration & Growth Environments,5_2_11,Mycelial Cultivation and Biotech,2,5,1,,Groupwork,0.67,0.9371,0.79,0.6,0.78,0.84,0.67,0.65
552404,Technology Ethics & Society,5_2_11,Modern Technologies,2,5,2,,Written exam,0.58,0.9704,0.66,0.61,0.49,0.61,0.59,0.55
552503,Adaptive Control Systems,5_2_11,Multi-system Technology,2,5,2,,Written coursework,0.58,0.9704,0.73,0.64,0.7,0.8,0.51,0.62
552504,Field Testing & Diagnostics,5_2_12,Multi-system Technology,2,5,2,,Practical exam,0.41,1.0135,0.47,0.55,0.95,0.47,0.69,0.45
552603,Genetic Modification of Organisms,5_2_12,Mycelial Cultivation and Biotech,2,5,2,,Written coursework,0.45,1.0075,0.69,0.74,0.6,0.76,0.49,0.48
652401,Advanced Technological Applications,5_2_12,Modern Technologies,3,6,1,,Written coursework,0.88,0.8594,0.72,0.63,0.75,0.78,0.8,0.88
552604,Symbiotic Systems & Ecological Roles,5_2_13,Mycelial Cultivation and Biotech,2,5,2,,Written coursework,0.48,1.003,0.68,0.58,0.71,0.83,0.42,0.54
652402,Future Systems Design,5_2_13,Modern Technologies,3,6,1,,Written coursework,0.73,0.9149,0.8,0.62,0.75,0.83,0.83,0.71
652501,Advanced Multi-System Engineering,5_2_13,Multi-system Technology,3,6,1,,Written coursework,0.76,0.9038,0.79,0.6,0.75,0.72,0.89,0.79
652502,Self-Regulating Infrastructure,5_2_14,Multi-system Technology,3,6,1,,Written coursework,0.58,0.9704,0.69,0.66,0.65,0.81,0.59,0.68
652601,Advanced Biotechnological Design,5_2_14,Mycelial Cultivation and Biotech,3,6,1,,Groupwork,0.66,0.9408,0.88,0.7,0.7,0.91,0.69,0.73
652403,Cross-Realm Tech Integration,5_2_14,Modern Technologies,3,6,2,,Written coursework,0.87,0.8631,0.8,0.4,0.95,0.8,0.72,0.77
652602,Living Infrastructure & Material Production,5_2_15,Mycelial Cultivation and Biotech,3,6,1,,Written coursework,0.82,0.8816,0.72,0.62,0.83,0.8,0.66,0.77
652404,Innovation Capstone Project,5_2_15,Modern Technologies,3,6,2,1.0,Written coursework,0.91,0.8483,0.56,0.69,0.69,0.38,0.95,0.76
652503,System Harmony & Stability Design,5_2_15,Multi-system Technology,3,6,2,,Written coursework,0.81,0.8853,0.84,0.55,0.74,0.73,0.77,0.81
652504,Major Integration Project,5_2_16,Multi-system Technology,3,6,2,1.0,Professional artefact,0.95,0.8335,0.62,0.62,0.58,0.38,0.95,0.8
652603,Ethical Practice in Bio-Engineering,5_2_16,Mycelial Cultivation and Biotech,3,6,2,,Practical exam,0.84,0.8742,0.68,0.69,0.78,0.76,0.78,0.78
652604,Major Research / Cultivation Project,5_2_17,Mycelial Cultivation and Biotech,3,6,2,1.0,Professional artefact,0.95,0.8335,0.63,0.6,0.83,0.38,0.95,0.84
452401,Introduction to Contemporary Arcane-Technics,5_2_4,Modern Technologies,1,4,1,,Practical exam,0.4,1.015,0.69,0.62,0.75,0.8,0.41,0.42
452402,Materials of the Modern Age,5_2_5,Modern Technologies,1,4,1,,Practical exam,0.31,1.0285,0.62,0.5,0.83,0.75,0.3,0.34
452501,Foundations of Multi-System Design,5_2_5,Multi-system Technology,1,4,1,,Written coursework,0.58,0.9704,0.74,0.57,0.72,0.76,0.41,0.51
452502,Interoperability of Magical & Mechanical Systems,5_2_6,Multi-system Technology,1,4,1,,Written coursework,0.28,1.033,0.72,0.59,0.79,0.66,0.38,0.27
452601,Introduction to Mycology & Mycelial Systems,5_2_6,Mycelial Cultivation and Biotech,1,4,1,,Written coursework,0.5,1.0,0.75,0.69,0.71,0.74,0.57,0.53
452403,"Energy, Power & Light Systems",5_2_6,Modern Technologies,1,4,2,,Written coursework,0.35,1.0225,0.63,0.66,0.71,0.87,0.26,0.44
452602,Cellular Biology of Fungal Networks,5_2_7,Mycelial Cultivation and Biotech,1,4,1,,Practical exam,0.43,1.0105,0.6,0.62,0.8,0.9,0.46,0.47
452404,Digital-Magical Interfaces,5_2_7,Modern Technologies,1,4,2,,Written coursework,0.36,1.021,0.76,0.63,0.67,0.79,0.33,0.38
452503,Energy Routing & Distribution,5_2_7,Multi-system Technology,1,4,2,,Groupwork,0.36,1.021,0.81,0.6,0.76,0.84,0.36,0.39
452504,Basic System Architecture,5_2_8,Multi-system Technology,1,4,2,,Written coursework,0.31,1.0285,0.72,0.63,0.8,0.69,0.28,0.29
452603,Laboratory Skills & Safe Cultivation,5_2_8,Mycelial Cultivation and Biotech,1,4,2,,Practical exam,0.21,1.0435,0.61,0.52,0.95,0.55,0.25,0.19
552401,Emerging Technologies & Innovations,5_2_8,Modern Technologies,2,5,1,,Written coursework,0.67,0.9371,0.75,0.56,0.78,0.83,0.53,0.67
452604,Principles of Biotechnical Design,5_2_9,Mycelial Cultivation and Biotech,1,4,2,,Written coursework,0.4,1.015,0.73,0.62,0.74,0.85,0.45,0.43
552402,Enchanted Systems,5_2_9,Modern Technologies,2,5,1,,Practical exam,0.57,0.9741,0.63,0.59,0.75,0.86,0.61,0.6
552501,Hybrid Systems Integration,5_2_9,Multi-system Technology,2,5,1,,Written coursework,0.6,0.963,0.65,0.68,0.68,0.83,0.44,0.54
453902,Organic Chemistry Fundamentals,5_3_10,Chemistry,1,4,1,,Practical exam,0.33,1.0255,0.61,0.5,0.9,0.76,0.23,0.28
4531001,Earth Systems & Environments,5_3_10,Environmental Science,1,4,1,,Practical exam,0.39,1.0165,0.6,0.58,0.89,0.81,0.46,0.4
453704,Evolutionary Biology,5_3_10,Biology,1,4,2,,Written coursework,0.43,1.0105,0.8,0.61,0.77,0.81,0.4,0.39
453803,Biochemistry for Life Sciences,5_3_10,Biomedical Science,1,4,2,,Practical exam,0.24,1.039,0.55,0.58,0.75,0.73,0.36,0.31
4531002,Ecology & Biodiversity,5_3_11,Environmental Science,1,4,1,,Written coursework,0.35,1.0225,0.81,0.61,0.67,0.73,0.28,0.38
4531101,Calculus & Algebra,5_3_11,Mathematics,1,4,1,,Practical exam,0.48,1.003,0.38,0.56,0.82,0.85,0.38,0.48
453804,Laboratory Skills & Diagnostics,5_3_11,Biomedical Science,1,4,2,,Practical exam,0.41,1.0135,0.5,0.6,0.95,0.5,0.34,0.33
453903,Inorganic Chemistry,5_3_11,Chemistry,1,4,2,,Practical exam,0.45,1.0075,0.61,0.57,0.74,0.8,0.41,0.41
553701,Microbiology & Immunity,5_3_11,Biology,2,5,1,,Practical exam,0.61,0.9593,0.67,0.66,0.74,0.73,0.44,0.59
4531102,Discrete Mathematics,5_3_12,Mathematics,1,4,1,,Practical exam,0.47,1.0045,0.38,0.64,0.76,0.67,0.37,0.43
4531201,Classical Mechanics,5_3_12,Physics,1,4,1,,Written coursework,0.28,1.033,0.49,0.61,0.7,0.81,0.42,0.3
453904,Practical Laboratory Techniques,5_3_12,Chemistry,1,4,2,,Practical exam,0.23,1.0405,0.61,0.55,0.95,0.52,0.25,0.21
4531003,Environmental Chemistry,5_3_12,Environmental Science,1,4,2,,Written coursework,0.32,1.027,0.72,0.66,0.71,0.81,0.26,0.36
553702,Physiology of Organisms,5_3_12,Biology,2,5,1,,Practical exam,0.53,0.9889,0.64,0.65,0.74,0.67,0.55,0.54
553801,Disease Mechanisms,5_3_12,Biomedical Science,2,5,1,,Practical exam,0.71,0.9223,0.55,0.59,0.79,0.87,0.55,0.71
4531202,Waves & Oscillations,5_3_13,Physics,1,4,1,,Practical exam,0.37,1.0195,0.49,0.65,0.85,0.79,0.38,0.34
4531004,Field Methods,5_3_13,Environmental Science,1,4,2,,Practical exam,0.23,1.0405,0.53,0.65,0.92,0.56,0.5,0.24
4531103,Introduction to Mathematical Thinking,5_3_13,Mathematics,1,4,2,,Practical exam,0.26,1.036,0.2,0.53,0.82,0.88,0.24,0.32
553802,Medical Microbiology,5_3_13,Biomedical Science,2,5,1,,Practical exam,0.47,1.0045,0.55,0.56,0.81,0.76,0.61,0.51
553901,Physical Chemistry,5_3_13,Chemistry,2,5,1,,Practical exam,0.52,0.9926,0.61,0.48,0.91,0.89,0.51,0.55
553703,Molecular Biology,5_3_13,Biology,2,5,2,,Practical exam,0.35,1.0225,0.55,0.57,0.95,0.89,0.26,0.47
4531104,Probability & Statistics,5_3_14,Mathematics,1,4,2,,Practical exam,0.25,1.0375,0.2,0.54,0.79,0.92,0.32,0.39
4531203,Electricity & Magnetism,5_3_14,Physics,1,4,2,,Practical exam,0.47,1.0045,0.2,0.61,0.75,0.76,0.44,0.48
553902,Analytical Chemistry,5_3_14,Chemistry,2,5,1,,Multi-choice exam,0.52,0.9926,0.61,0.62,0.56,0.83,0.52,0.55
5531001,Climate Systems & Change,5_3_14,Environmental Science,2,5,1,,Written coursework,0.7,0.926,0.73,0.57,0.74,0.86,0.48,0.66
553704,Field & Laboratory Techniques,5_3_14,Biology,2,5,2,,Practical exam,0.42,1.012,0.55,0.62,0.93,0.48,0.4,0.42
553803,Haematology & Immunology,5_3_14,Biomedical Science,2,5,2,,Written coursework,0.46,1.006,0.55,0.65,0.61,0.89,0.53,0.54
4531204,Mathematical Methods for Physics,5_3_15,Physics,1,4,2,,Practical exam,0.25,1.0375,0.3,0.56,0.83,0.64,0.29,0.31
5531002,Resource Management,5_3_15,Environmental Science,2,5,1,,Multi-choice exam,0.6,0.963,0.49,0.65,0.48,0.48,0.5,0.51
5531101,Linear Algebra,5_3_15,Mathematics,2,5,1,,Written coursework,0.55,0.9815,0.24,0.6,0.66,0.76,0.5,0.56
553804,Clinical Laboratory Practice,5_3_15,Biomedical Science,2,5,2,,Practical exam,0.39,1.0165,0.45,0.53,0.95,0.64,0.46,0.36
553903,Reaction Mechanisms,5_3_15,Chemistry,2,5,2,,Groupwork,0.58,0.9704,0.76,0.62,0.81,0.85,0.5,0.59
653701,Advanced Biology Topics,5_3_15,Biology,3,6,1,,Groupwork,0.61,0.9593,0.92,0.62,0.79,0.84,0.67,0.72
5531102,Differential Equations,5_3_16,Mathematics,2,5,1,,Practical exam,0.65,0.9445,0.38,0.61,0.83,0.79,0.59,0.6
5531201,Quantum Physics,5_3_16,Physics,2,5,1,,Written coursework,0.71,0.9223,0.49,0.63,0.69,0.85,0.61,0.67
553904,Spectroscopy & Structure Analysis,5_3_16,Chemistry,2,5,2,,Multi-choice exam,0.6,0.963,0.6,0.67,0.41,0.62,0.54,0.54
5531003,Environmental Monitoring & Data,5_3_16,Environmental Science,2,5,2,,Practical exam,0.6,0.963,0.61,0.6,0.75,0.74,0.54,0.6
653702,Conservation & Biodiversity,5_3_16,Biology,3,6,1,,Groupwork,0.74,0.9112,0.84,0.59,0.66,0.84,0.71,0.72
653801,Advanced Biomedical Diagnostics,5_3_16,Biomedical Science,3,6,1,,Practical exam,0.53,0.9889,0.45,0.62,0.95,0.54,0.56,0.53
5531202,Thermodynamics,5_3_17,Physics,2,5,1,,Practical exam,0.5,1.0,0.49,0.56,0.75,0.67,0.6,0.46
5531004,Conservation Science,5_3_17,Environmental Science,2,5,2,,Practical exam,0.63,0.9519,0.61,0.59,0.75,0.86,0.59,0.59
5531103,Mathematical Methods,5_3_17,Mathematics,2,5,2,,Practical exam,0.57,0.9741,0.24,0.56,0.83,0.84,0.53,0.6
653802,Translational Medicine,5_3_17,Biomedical Science,3,6,1,,Practical exam,0.66,0.9408,0.45,0.58,0.8,0.87,0.67,0.69
653901,Advanced Organic Synthesis,5_3_17,Chemistry,3,6,1,,Practical exam,0.76,0.9038,0.71,0.58,0.78,0.87,0.76,0.77
653703,Systems & Integrative Biology,5_3_17,Biology,3,6,2,,Practical exam,0.74,0.9112,0.55,0.6,0.73,0.69,0.7,0.74
5531104,Statistical Modelling,5_3_18,Mathematics,2,5,2,,Practical exam,0.49,1.0015,0.24,0.67,0.79,0.85,0.57,0.54
5531203,Optics & Light Systems,5_3_18,Physics,2,5,2,,Written exam,0.48,1.003,0.49,0.7,0.49,0.77,0.51,0.51
653902,Materials Chemistry,5_3_18,Chemistry,3,6,1,,Written coursework,0.73,0.9149,0.8,0.59,0.77,0.83,0.67,0.74
6531001,Advanced Environmental Analysis,5_3_18,Environmental Science,3,6,1,,Written coursework,0.64,0.9482,0.75,0.63,0.52,0.61,0.63,0.65
653704,Dissertation,5_3_18,Biology,3,6,2,1.0,Written coursework,0.87,0.8631,0.54,0.71,0.59,0.38,0.9,0.73
653803,Research Methods in Biomedicine,5_3_18,Biomedical Science,3,6,2,,Professional artefact,0.65,0.9445,0.8,0.75,0.67,0.8,0.78,0.73
5531204,Experimental Physics,5_3_19,Physics,2,5,2,,Written coursework,0.48,1.003,0.49,0.6,0.71,0.79,0.52,0.48
6531002,Sustainability & Policy,5_3_19,Environmental Science,3,6,1,,Viva,0.83,0.8779,0.48,0.58,0.56,0.55,0.69,0.69
6531101,Advanced Pure Mathematics,5_3_19,Mathematics,3,6,1,,Practical exam,0.75,0.9075,0.36,0.62,0.76,0.88,0.72,0.74
653804,Dissertation,5_3_19,Biomedical Science,3,6,2,1.0,Written coursework,0.93,0.8409,0.45,0.6,0.69,0.38,0.95,0.73
653903,Chemical Research Methods,5_3_19,Chemistry,3,6,2,,Presentation,0.78,0.8964,0.77,0.67,0.65,0.8,0.81,0.81
6531102,Applied Mathematics,5_3_20,Mathematics,3,6,1,,Practical exam,0.77,0.9001,0.36,0.64,0.73,0.8,0.75,0.76
6531201,Advanced Theoretical Physics,5_3_20,Physics,3,6,1,,Written coursework,0.62,0.9556,0.49,0.57,0.69,0.91,0.67,0.78
653904,Dissertation,5_3_20,Chemistry,3,6,2,1.0,Written coursework,0.95,0.8335,0.63,0.6,0.67,0.38,0.95,0.79
6531003,Ecosystem Management,5_3_20,Environmental Science,3,6,2,,Written coursework,0.68,0.9334,0.63,0.64,0.49,0.58,0.67,0.72
6531202,Astrophysics & Cosmology,5_3_21,Physics,3,6,1,,Practical exam,0.73,0.9149,0.49,0.54,0.73,0.81,0.59,0.7
6531004,Dissertation / Field Project,5_3_21,Environmental Science,3,6,2,1.0,Written coursework,0.94,0.8372,0.72,0.67,0.69,0.38,0.95,0.75
6531103,Mathematical Modelling,5_3_21,Mathematics,3,6,2,,Practical exam,0.83,0.8779,0.36,0.63,0.91,0.84,0.8,0.84
6531104,Dissertation / Research Project,5_3_22,Mathematics,3,6,2,1.0,Written coursework,0.95,0.8335,0.53,0.6,0.74,0.38,0.95,0.87
6531203,Particle & Field Physics,5_3_22,Physics,3,6,2,,Written coursework,0.57,0.9741,0.49,0.64,0.68,0.84,0.62,0.61
6531204,Dissertation / Research Project,5_3_23,Physics,3,6,2,1.0,Written coursework,0.95,0.8335,0.6,0.62,0.7,0.38,0.95,0.82
453701,Cell Biology & Life Processes,5_3_7,Biology,1,4,1,,Practical exam,0.38,1.018,0.55,0.71,0.73,0.83,0.38,0.47
453702,Genetics & Inheritance,5_3_8,Biology,1,4,1,,Written coursework,0.46,1.006,0.75,0.69,0.75,0.81,0.44,0.39
453801,Anatomy & Physiology,5_3_8,Biomedical Science,1,4,1,,Practical exam,0.34,1.024,0.63,0.54,0.83,0.61,0.38,0.38
453802,Cellular Pathology,5_3_9,Biomedical Science,1,4,1,,Practical exam,0.26,1.036,0.55,0.53,0.87,0.8,0.25,0.31
453901,General Chemistry Principles,5_3_9,Chemistry,1,4,1,,Practical exam,0.5,1.0,0.61,0.63,0.81,0.81,0.41,0.47
453703,Ecology & Ecosystems,5_3_9,Biology,1,4,2,,Groupwork,0.31,1.0285,0.84,0.56,0.89,0.86,0.34,0.34
